date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
19,3,2.25,1800,10500,2.0,0,0,3,7,1800,0,1995,0,98038,47.3879,-122.032,1870,8555,332500
193,3,2.5,2310,7485,2.0,0,0,3,8,2310,0,1986,0,98058,47.439,-122.135,2310,8142,362000
70,3,1.5,1820,8585,1.0,0,0,4,7,1820,0,1962,0,98055,47.4479,-122.213,1740,10088,205000
84,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,597750
76,4,3.5,4130,77832,2.0,0,2,3,10,4130,0,2011,0,98042,47.3229,-122.045,4130,87476,775000
27,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0,98053,47.6614,-122.06,1350,9990,405000
136,3,1.75,1930,7210,1.0,0,0,3,7,1110,820,1975,0,98072,47.735,-122.174,1870,7877,434500
35,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,2001,0,98027,47.5305,-122.047,1670,2898,471000
356,5,2.5,2180,8240,1.0,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590,289999
208,4,3.0,1800,2500,2.0,0,0,3,7,1800,0,2000,0,98108,47.5333,-122.294,1830,6900,250000
13,4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,302000
365,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,253200
109,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363,604950
318,2,1.0,850,5000,1.0,0,0,3,6,850,0,1976,0,98198,47.3817,-122.314,1160,5000,180500
80,3,1.5,1370,9720,2.0,0,0,3,7,1370,0,1968,0,98034,47.7302,-122.197,1510,8775,375000
213,3,2.25,2550,4089,2.0,0,0,3,9,2550,0,1983,0,98112,47.6272,-122.297,1680,4089,834000
83,4,2.75,2790,5000,2.0,0,0,3,8,2790,0,2014,0,98045,47.4831,-121.773,2620,5527,484259
327,3,1.0,1660,7440,1.0,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440,210000
286,4,2.5,3550,8618,2.0,0,0,3,10,3550,0,2007,0,98052,47.6776,-122.161,1310,9746,880000
12,4,2.5,3320,7644,2.0,0,0,3,10,3320,0,1995,0,98006,47.5541,-122.106,3320,9472,950000
325,3,2.25,2670,150270,2.0,0,0,3,9,2670,0,1985,0,98072,47.7601,-122.134,3080,81054,865000
26,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,0,98077,47.7649,-122.049,2740,33447,630000
174,4,2.5,1620,5280,2.0,0,0,4,7,1620,0,1924,1971,98146,47.5132,-122.384,1590,5280,385000
362,3,2.5,2040,2500,2.0,0,0,3,7,1470,570,2008,0,98126,47.573,-122.372,1410,2500,494900
89,5,3.0,2080,6150,1.0,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150,345000
129,3,2.5,2600,4438,2.0,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,2600,4904,581000
34,4,2.75,3110,35235,2.0,0,0,4,9,3110,0,1983,0,98072,47.7355,-122.095,2790,35445,749950
269,2,1.0,960,3235,1.0,0,0,4,7,960,0,1916,0,98103,47.661,-122.344,1290,2069,432000
20,4,3.25,3340,10890,1.5,0,0,3,9,2240,1100,1963,2000,98052,47.6677,-122.136,2880,9794,910000
333,3,2.5,1260,895,3.0,0,0,3,7,1160,100,2009,0,98133,47.7072,-122.336,1190,1095,305000
194,4,2.5,3390,7870,2.0,0,0,3,8,3390,0,2014,0,98188,47.4536,-122.274,1960,10069,495000
283,3,4.0,3910,5350,2.0,0,2,5,10,2610,1300,1933,0,98199,47.6393,-122.408,2890,5350,1700000
271,3,3.0,2060,3200,2.0,0,0,3,8,2060,0,1907,1984,98102,47.637,-122.324,1760,2669,800000
140,5,3.0,3610,7555,2.0,0,0,3,8,3610,0,2003,0,98038,47.3534,-122.012,3610,7979,549900
42,5,2.5,2350,4000,2.0,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000,910000
144,3,2.5,1700,6396,2.0,0,0,3,7,1700,0,2003,0,98065,47.5333,-121.87,1700,4444,389950
143,3,2.5,1950,9618,2.0,0,0,3,7,1950,0,1992,0,98031,47.4068,-122.18,1890,7133,315000
175,2,1.0,1380,5820,1.0,0,0,3,7,1380,0,1918,1976,98117,47.6875,-122.392,1540,4076,320000
207,2,1.5,1130,1340,2.0,0,0,3,8,910,220,2008,0,98116,47.5761,-122.41,1310,1340,439108
346,4,2.5,2480,4602,2.0,0,0,3,9,2480,0,2000,0,98052,47.6835,-122.161,3480,5739,840000
321,2,2.0,1060,4000,1.0,0,0,2,7,1000,60,1914,0,98103,47.6626,-122.337,1310,4000,578888
59,3,1.75,1410,8100,2.0,0,0,3,7,1410,0,1985,0,98038,47.3617,-122.046,1560,8100,263000
347,5,2.25,2140,8700,1.0,0,2,3,8,1220,920,1962,0,98115,47.6969,-122.31,1720,6670,564000
186,4,2.5,3370,5000,2.0,0,0,3,9,3370,0,2006,0,98027,47.541,-121.998,3370,5237,825000
349,4,2.5,2950,9010,2.0,0,0,3,9,2950,0,2004,0,98065,47.531,-121.86,3160,8813,610000
368,2,1.5,1140,1149,2.0,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,1460,1149,518000
241,5,3.0,2840,6240,2.0,0,0,5,9,2440,400,1905,0,98112,47.6285,-122.309,2940,6000,1430000
347,3,2.5,2380,5017,2.0,0,0,3,9,2380,0,2003,0,98074,47.6297,-122.021,2670,6066,652100
98,3,1.75,1830,9720,1.0,0,1,3,7,1150,680,1928,1976,98040,47.5511,-122.23,3380,10854,550000
34,4,2.25,2070,13084,1.0,0,0,4,8,1700,370,1967,0,98040,47.5606,-122.222,2520,10180,795000
192,3,1.5,1580,14040,1.0,0,0,3,7,1050,530,1980,0,98001,47.2932,-122.267,2240,12000,264500
375,5,3.5,4010,6000,2.0,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,2440,6000,625000
14,3,2.5,2370,7875,2.0,0,0,3,9,2370,0,2003,0,98065,47.5427,-121.863,2660,7752,522500
137,3,2.0,1570,4625,1.5,0,0,5,8,1570,0,1927,0,98117,47.68,-122.399,1760,4625,835000
161,3,1.0,1080,16000,1.0,0,0,3,6,1080,0,1952,0,98001,47.2873,-122.251,1610,10007,225000
241,3,1.75,1320,6530,1.0,0,0,4,7,1320,0,1989,0,98023,47.2871,-122.354,1620,6817,262000
67,3,2.0,1320,6000,1.5,0,0,4,7,1320,0,1920,0,98144,47.5752,-122.304,1620,4000,410000
25,4,3.5,3400,234352,2.0,0,0,3,8,2500,900,1991,0,98070,47.4335,-122.449,1300,39639,475000
357,4,2.75,2180,8480,1.0,0,3,4,7,1210,970,1959,0,98146,47.4961,-122.366,2240,8497,545000
76,3,1.0,1370,11050,1.0,0,0,3,7,1370,0,1981,0,98045,47.4485,-121.776,1520,10000,280000
96,5,3.5,4390,6220,2.0,0,3,3,9,3170,1220,2013,0,98115,47.6789,-122.273,2740,6448,1880000
160,3,1.75,1930,7267,1.0,0,0,4,7,1330,600,1977,0,98002,47.3217,-122.205,1600,7698,279950
76,2,1.75,1550,6000,1.0,0,1,3,7,1550,0,1920,0,98199,47.6712,-122.409,2360,6000,805000
313,4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,425000
94,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620,385100
207,3,2.0,1760,2875,2.0,0,2,3,7,1290,470,1988,0,98126,47.5602,-122.378,1760,4830,437500
48,3,2.25,1600,10240,1.0,0,0,3,7,1090,510,1979,0,98034,47.7281,-122.232,1520,9394,390000
53,2,1.0,750,5120,1.0,0,0,4,6,750,0,1941,0,98126,47.5312,-122.375,930,7200,300000
125,4,3.0,1540,4140,1.5,0,0,5,7,1540,0,1902,0,98107,47.6728,-122.396,1460,5000,624000
144,4,2.25,1890,7616,1.0,0,0,4,8,1260,630,1979,0,98003,47.3275,-122.329,1890,7420,291000
115,2,2.5,2510,17986,2.0,0,0,3,9,2510,0,1943,2014,98052,47.6832,-122.164,2440,8039,811000
217,4,1.75,1570,9670,1.0,0,0,3,7,1170,400,1959,0,98028,47.7432,-122.248,2080,9100,356500
42,3,1.75,1840,8601,1.0,0,0,3,7,920,920,1905,2014,98118,47.5359,-122.276,1390,7452,285000
4,3,1.5,1410,9647,1.0,0,0,3,8,1410,0,1961,0,98177,47.7608,-122.361,2090,9272,367500
354,5,2.75,3190,5857,2.0,0,0,3,9,3190,0,2004,0,98058,47.4575,-122.119,3100,5857,544800
362,3,1.0,1210,7636,1.0,0,0,4,7,1210,0,1952,0,98118,47.5377,-122.266,1530,5900,457500
70,3,3.25,3700,2264,2.0,0,0,3,11,2280,1420,1998,0,98033,47.6653,-122.205,3930,2567,1480000
103,3,1.75,2120,18335,1.0,0,0,3,7,1380,740,1961,0,98188,47.451,-122.273,2050,18333,249000
192,3,1.75,1250,7710,1.0,0,0,4,7,1250,0,1947,0,98155,47.7623,-122.317,1340,7710,338000
325,2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,826000
143,2,2.25,2160,17861,2.0,1,4,4,9,2160,0,1956,0,98146,47.502,-122.385,2660,18530,1200000
95,3,1.75,1840,2310,1.0,0,2,4,8,1140,700,1914,0,98109,47.6462,-122.351,1670,4000,650000
251,4,3.25,1980,9988,1.0,0,0,3,8,1340,640,1980,0,98052,47.6883,-122.111,1980,8972,510000
151,3,1.0,2090,4755,1.0,0,2,3,8,1200,890,1969,0,98136,47.5304,-122.387,1850,5300,478500
222,5,2.25,1790,10300,1.0,0,0,3,7,1270,520,1961,0,98155,47.7718,-122.292,1790,10300,409950
98,3,1.75,1350,9793,1.0,0,0,4,7,1350,0,1968,0,98022,47.1981,-122.003,1690,8080,225000
45,6,2.25,3550,11780,1.0,0,0,4,8,2960,590,1948,0,98125,47.7218,-122.312,2360,8850,450000
315,4,1.5,2470,6000,1.5,0,0,3,7,1480,990,1940,0,98199,47.6365,-122.391,2140,4000,700000
117,4,2.5,1820,8217,1.0,0,0,3,7,1120,700,1987,0,98001,47.263,-122.242,1310,8217,234000
119,3,3.0,1850,12556,2.0,0,0,3,9,1850,0,1976,0,98074,47.6286,-122.053,2390,12474,565000
168,3,2.0,1260,4125,1.0,0,0,3,6,1260,0,1998,0,98188,47.4401,-122.279,1300,9091,216000
248,4,2.25,2770,13129,2.0,0,0,4,8,2770,0,1979,0,98074,47.6268,-122.05,2400,13129,652427
355,3,4.0,4160,31796,2.0,0,0,3,11,4160,0,1989,0,98053,47.6635,-122.017,4300,36192,1110000
287,4,4.0,3970,7314,2.0,0,0,3,9,3970,0,2014,0,98074,47.6173,-122.056,3560,5258,949990
185,5,1.75,2590,6720,1.0,0,0,4,7,1750,840,1979,0,98055,47.435,-122.192,1820,7521,334000
285,3,1.75,1520,7350,1.0,0,0,4,7,1140,380,1972,0,98034,47.7167,-122.17,1380,7350,386500
230,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,0,98074,47.6204,-122.044,1980,11315,557000
56,2,1.0,700,4800,1.0,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800,260000
77,4,1.75,2220,6350,1.0,0,0,3,7,1110,1110,1959,0,98125,47.7136,-122.29,1950,8100,526000
342,5,2.5,2570,61855,1.0,0,0,4,7,1470,1100,1981,0,98092,47.3013,-122.109,1990,49658,449000
158,4,4.0,3530,10935,2.0,0,0,3,10,3530,0,1992,0,98023,47.3016,-122.342,3360,11250,510000
360,3,2.5,1610,10022,2.0,0,0,3,7,1610,0,1996,0,98003,47.2583,-122.3,1820,10017,280000
141,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,0,98117,47.6793,-122.397,1570,5000,615000
61,3,1.0,1580,7424,1.0,0,0,3,7,1010,570,1962,0,98058,47.4607,-122.171,1710,7772,305000
91,3,2.25,1520,5750,2.0,0,0,3,8,1400,120,1908,2006,98116,47.5787,-122.388,1420,5650,672600
140,3,2.5,1390,2450,2.0,0,0,3,7,1390,0,2009,0,98118,47.5298,-122.269,1390,2450,208800
52,4,2.0,1730,3884,1.0,0,0,5,7,1060,670,1924,0,98103,47.6624,-122.349,1360,3563,569000
77,5,3.25,3730,10626,1.0,0,4,4,10,3730,0,1963,0,98004,47.624,-122.221,4180,19110,2540000
147,3,1.0,940,10875,1.0,0,0,3,7,940,0,1957,0,98056,47.5121,-122.168,1250,11200,230000
200,5,3.25,4115,7910,2.0,0,0,3,9,4115,0,2014,0,98053,47.6847,-122.016,3950,6765,988830
357,4,2.5,2500,10215,2.0,0,0,3,9,2500,0,1998,0,98075,47.5912,-121.986,2890,10240,635000
327,4,2.5,2890,17349,2.0,0,0,3,8,2890,0,1994,0,98023,47.2822,-122.34,2330,22356,300000
206,4,1.0,2410,6975,1.0,0,0,3,7,1510,900,1957,0,98108,47.5692,-122.295,1880,6255,325000
119,3,1.75,2110,10454,1.0,0,0,4,8,1440,670,1978,0,98028,47.7344,-122.246,1990,10890,483000
361,3,2.25,1560,9706,1.0,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,288000
137,3,1.0,1030,60720,1.5,0,0,3,5,1030,0,1912,0,98042,47.375,-122.166,1330,10342,209900
194,3,1.0,990,4250,1.0,0,0,4,7,840,150,1924,0,98136,47.5392,-122.39,990,4500,399000
217,4,2.5,2740,8120,2.0,0,0,3,9,2740,0,1999,0,98074,47.6123,-122.006,2780,8344,690000
80,4,2.5,2440,7322,2.0,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927,562500
348,4,2.75,2890,4000,1.5,0,0,4,9,2190,700,1931,0,98109,47.6419,-122.351,2280,4000,740000
81,2,2.5,1280,940,2.0,0,0,3,8,1060,220,2006,0,98103,47.6904,-122.364,1290,2900,350000
117,4,2.5,2120,3640,2.0,0,0,3,8,2120,0,2005,0,98029,47.5521,-121.996,2190,3640,599000
59,5,3.5,5000,26540,2.0,0,3,3,10,3410,1590,2008,0,98040,47.5665,-122.21,3360,17398,1730000
276,3,2.25,1440,9806,1.0,0,0,3,7,1440,0,1965,0,98030,47.3857,-122.212,1590,9782,253000
32,3,1.0,1250,15603,1.0,0,0,4,7,1250,0,1959,0,98056,47.5093,-122.172,1720,10220,235000
194,3,1.75,1840,9401,1.0,0,0,3,8,1840,0,1971,0,98075,47.5847,-122.075,2850,14323,550000
55,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,518500
353,4,2.5,2710,49044,2.0,0,0,3,9,2710,0,1988,0,98077,47.774,-122.08,2560,38190,623000
172,3,2.5,1780,4000,2.0,0,0,4,8,1780,0,1995,0,98029,47.5677,-122.003,1730,4000,459000
341,3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1910,0,98117,47.681,-122.388,1790,5355,625000
109,5,1.75,2510,6000,1.5,0,0,5,8,2010,500,1920,0,98144,47.5798,-122.292,2240,5000,860000
56,5,2.75,2400,8050,2.0,0,0,3,8,2400,0,1998,0,98092,47.2635,-122.209,2400,8050,327000
355,2,1.0,830,4000,1.0,0,0,4,6,830,0,1947,0,98117,47.6909,-122.381,1420,4000,455000
208,3,2.5,1560,9600,1.0,0,0,3,7,1210,350,1964,0,98188,47.457,-122.27,2070,9600,324950
227,5,2.25,2460,8710,1.0,0,0,4,8,1330,1130,1976,0,98052,47.6651,-122.15,2460,8870,599000
202,3,2.25,2140,6720,1.0,0,0,3,8,1440,700,1961,0,98117,47.6949,-122.396,2060,6720,524000
294,3,2.5,1830,8372,2.0,0,0,3,8,1830,0,1987,0,98023,47.3116,-122.4,1770,8372,236775
314,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,530000
145,3,1.75,1650,8400,1.0,0,0,3,8,1470,180,1959,0,98040,47.5766,-122.236,2020,7777,685000
294,4,2.5,3060,7161,2.0,0,0,3,8,2860,200,2005,0,98065,47.5383,-121.879,2950,6822,520000
351,3,3.5,1450,1091,2.0,0,0,3,8,1200,250,2007,0,98119,47.6475,-122.359,1490,3017,550000
82,3,2.0,1160,3441,1.0,0,0,4,6,580,580,1930,0,98136,47.5314,-122.392,1160,4000,394000
14,3,1.75,2150,4333,1.0,0,0,3,7,1200,950,1956,0,98136,47.5537,-122.388,1480,6500,430000
74,3,1.5,1010,8108,1.0,0,0,5,7,1010,0,1954,0,98155,47.7359,-122.309,1300,8108,405500
152,3,3.25,5290,224442,2.0,0,0,4,11,4540,750,1988,0,98053,47.6671,-122.051,3750,84936,1690000
376,5,2.75,2860,5280,2.0,0,0,3,9,2860,0,2006,0,98052,47.707,-122.102,3150,6442,751000
0,4,2.5,3310,6500,2.0,0,0,3,8,3310,0,2012,0,98065,47.515,-121.87,2380,5000,555000
276,6,4.25,5860,13928,2.0,0,3,3,10,4150,1710,2013,0,98006,47.5382,-122.114,5790,13928,1750000
178,3,1.5,1350,6000,1.0,0,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012,525000
339,3,1.0,1220,5652,1.0,0,0,3,6,1220,0,1905,0,98116,47.5767,-122.408,1490,2467,575000
257,4,3.5,2770,8049,2.0,0,0,3,9,2770,0,2002,0,98074,47.6469,-122.081,3410,7447,820000
67,3,1.75,1550,9720,1.0,0,0,3,7,1050,500,1976,0,98010,47.3433,-122.037,1550,9750,255000
186,2,1.0,1430,7819,1.0,0,0,3,7,1110,320,1944,0,98125,47.7307,-122.302,1380,7473,380950
172,2,1.0,950,3060,1.0,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780,490000
273,4,2.25,1900,8272,1.0,0,0,4,9,1460,440,1966,0,98040,47.5803,-122.227,2040,8479,715000
55,4,2.5,2660,10800,1.0,0,0,3,7,2660,0,1955,2014,98005,47.5894,-122.172,2640,10800,772650
26,2,1.0,740,9003,1.0,0,0,3,5,740,0,1949,0,98031,47.4217,-122.197,1230,8050,157500
108,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,1917,0,98177,47.7024,-122.359,1800,2267,417500
138,2,1.0,1150,3775,1.0,0,0,3,7,1150,0,1917,0,98103,47.6539,-122.329,2240,3753,599950
178,3,1.75,2710,9088,1.0,0,0,4,7,2060,650,1965,0,98001,47.3073,-122.272,1690,10454,278000
40,2,1.5,982,846,2.0,0,0,3,8,806,176,2006,0,98133,47.7034,-122.345,1010,3844,250000
73,3,1.75,1510,8250,1.0,0,0,4,8,1510,0,1962,0,98008,47.6183,-122.113,1770,8250,516130
47,2,2.5,1430,923,3.0,0,0,3,8,1410,20,2008,0,98103,47.6683,-122.355,1620,1505,485000
91,3,3.5,2270,4088,2.0,0,0,3,8,1880,390,1996,0,98136,47.5356,-122.384,1760,5425,560000
69,3,1.0,1010,8711,1.0,0,0,5,6,1010,0,1944,0,98056,47.4914,-122.186,1250,8053,250000
131,2,1.0,840,7870,1.0,0,0,3,6,840,0,1949,0,98155,47.7389,-122.326,1442,8131,251000
179,4,2.5,2780,6837,2.0,0,0,3,9,2780,0,2004,0,98033,47.666,-122.201,1160,6837,1090000
276,4,1.75,2220,7230,1.0,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,7230,675000
161,5,2.5,3160,5635,2.0,0,0,3,9,3160,0,2003,0,98027,47.5362,-122.067,3670,6087,685000
118,5,2.5,2990,9240,2.0,0,0,3,8,2990,0,2015,0,98133,47.7384,-122.348,1970,18110,357000
334,4,2.25,2330,7220,2.0,0,1,3,8,1600,730,1988,0,98177,47.7764,-122.386,2220,9100,650000
47,2,1.0,1080,9435,1.0,0,0,3,6,1080,0,1958,0,98058,47.459,-122.181,1200,9210,230000
144,4,3.25,2810,11250,1.0,0,0,3,8,1680,1130,1980,0,98052,47.692,-122.099,2110,11250,624000
348,3,1.0,970,7700,1.0,0,0,4,7,970,0,1959,0,98032,47.3793,-122.304,1160,8250,205000
10,2,2.5,1480,1369,3.0,0,0,3,7,1480,0,2009,0,98052,47.676,-122.121,1390,1337,420000
49,2,1.0,1040,3600,1.0,0,0,4,7,1040,0,1919,1980,98112,47.619,-122.311,2250,4800,600000
116,3,2.0,1640,8395,1.0,0,0,4,7,1640,0,1991,0,98038,47.348,-122.035,1510,7180,269500
359,3,2.25,1950,1968,2.0,0,0,4,7,1160,790,1979,0,98056,47.5179,-122.195,1950,1968,359000
66,3,1.5,1180,7300,1.0,0,0,4,7,1180,0,1968,0,98002,47.2857,-122.197,2030,8424,209950
357,2,1.0,1800,8900,1.0,0,0,3,6,900,900,1945,0,98168,47.51,-122.323,2040,10450,335000
20,2,1.75,1060,16470,1.0,0,0,3,7,1060,0,1977,0,98072,47.7409,-122.089,1790,16748,356000
195,4,2.75,2390,9650,1.0,0,2,3,8,1620,770,1976,0,98003,47.3438,-122.322,2390,10000,379750
118,3,1.5,910,5120,1.0,0,0,3,6,910,0,1973,0,98106,47.5238,-122.356,1410,5132,107000
164,6,2.5,1560,7144,1.0,0,0,3,6,1060,500,1913,0,98118,47.5335,-122.272,1300,6232,194990
339,3,1.75,1900,9375,1.0,0,1,4,8,1330,570,1941,0,98115,47.6821,-122.273,2760,9375,1040000
359,5,1.75,1940,6654,1.5,0,0,4,7,1940,0,1953,0,98166,47.4663,-122.359,2300,9500,390000
75,3,1.75,1240,4000,1.0,0,0,3,7,1240,0,1986,0,98055,47.4728,-122.191,1570,4586,259000
279,4,3.5,3220,5741,2.0,0,0,3,9,3220,0,2013,0,98065,47.5169,-121.886,2960,6534,640000
85,3,1.0,1020,5410,1.0,0,0,4,7,880,140,1928,0,98115,47.6924,-122.31,1580,5376,505000
224,4,1.75,1680,7800,1.0,0,0,3,7,1330,350,1966,0,98008,47.6286,-122.118,1680,7210,451000
178,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1997,0,98038,47.3624,-122.045,1680,7500,275000
60,3,2.5,2530,13446,2.0,0,0,3,9,2530,0,1993,0,98019,47.7345,-121.961,2450,13446,435000
115,4,1.75,3730,16980,1.0,0,0,4,7,2150,1580,1974,0,98022,47.1775,-122.022,1880,16963,360000
223,2,1.0,870,3121,1.0,0,0,4,7,870,0,1923,0,98107,47.6659,-122.369,1570,1777,395000
326,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000,826600
117,3,2.5,2330,3141,2.0,0,0,3,8,2330,0,2003,0,98116,47.5622,-122.392,1980,5265,625000
26,4,1.0,1450,6250,1.0,0,0,3,6,990,460,1964,0,98146,47.5131,-122.357,1440,4000,277000
83,4,2.75,3540,7091,1.5,0,1,4,8,1970,1570,1947,0,98199,47.6467,-122.394,2200,6000,784000
374,4,1.0,1610,6000,1.5,0,0,4,7,1510,100,1905,0,98118,47.5261,-122.266,1430,6000,426250
348,3,2.75,1740,5757,1.0,0,0,3,7,1740,0,2010,0,98022,47.1941,-121.979,2380,5647,275000
41,4,2.25,2460,44431,1.0,0,0,4,9,2460,0,1957,0,98007,47.6042,-122.147,2830,44431,900000
327,3,1.75,1960,43995,1.0,0,0,3,7,1960,0,1970,0,98059,47.4915,-122.106,1960,42253,480000
178,2,1.0,1220,7250,1.0,0,0,4,6,1220,0,1914,0,98010,47.3585,-121.975,1350,20250,135000
348,4,2.5,2040,5472,2.0,0,0,3,8,2040,0,2003,0,98092,47.3337,-122.189,2420,5782,325000
89,5,2.0,3540,9970,2.0,0,3,3,9,3540,0,1970,0,98125,47.7108,-122.277,2280,7195,775000
166,2,1.0,1030,6000,1.0,0,0,3,7,1030,0,1925,0,98118,47.5669,-122.283,1510,5000,305000
305,3,2.0,1890,12017,1.0,0,2,3,8,1890,0,1949,0,98004,47.6203,-122.21,2000,12210,1430000
250,3,1.75,2190,3800,1.5,0,2,4,8,2190,0,1923,0,98109,47.643,-122.355,2190,3880,988000
234,4,2.75,2410,5225,2.0,0,0,3,8,2410,0,2001,0,98058,47.4244,-122.151,2300,5378,379000
230,3,2.5,1800,9000,2.0,0,0,3,7,1800,0,1983,0,98003,47.3186,-122.331,1670,8486,258500
52,4,3.25,3440,7661,2.0,0,0,3,11,3440,0,2006,0,98029,47.5429,-121.995,3580,6478,905000
66,3,1.0,1390,6000,1.0,0,0,3,5,1390,0,1954,0,98056,47.4977,-122.175,1170,6000,230000
52,3,2.0,2950,12196,2.0,0,0,4,7,2310,640,1918,0,98166,47.4702,-122.365,2320,19844,495000
77,5,2.5,2590,7084,2.0,0,0,3,8,2590,0,2014,0,98052,47.7053,-122.113,3010,4823,779380
159,4,2.0,2500,36900,1.0,0,0,3,7,1540,960,1972,0,98038,47.3708,-122.049,1960,36900,368000
199,2,1.5,680,772,2.0,0,0,3,7,680,0,2005,0,98103,47.695,-122.343,690,1059,239000
147,3,2.5,1600,2231,2.0,0,0,3,7,1600,0,2003,0,98001,47.3314,-122.29,1600,2962,214000
206,5,2.0,2940,5500,2.0,0,0,4,9,2340,600,1909,0,98102,47.6466,-122.321,2940,5500,950000
119,4,2.5,3361,5038,2.0,0,0,3,9,3361,0,2014,0,98092,47.3269,-122.165,2316,4105,471275
45,3,2.5,2300,9521,2.0,0,0,3,8,2300,0,2003,0,98019,47.7447,-121.976,3020,10042,435000
283,2,1.0,820,8423,1.0,0,2,3,6,820,0,1957,0,98055,47.4741,-122.2,1960,9140,265000
123,2,1.0,750,8125,1.0,0,0,4,6,750,0,1943,0,98055,47.4727,-122.198,1340,8750,261000
215,3,1.75,1900,7076,1.0,0,0,3,7,1130,770,1977,0,98155,47.7569,-122.326,1540,10113,315000
108,4,3.0,1680,6003,1.0,0,0,3,7,1150,530,1997,0,98002,47.2885,-122.218,1820,6207,230000
80,3,2.0,1430,8919,1.0,0,0,3,7,1430,0,1992,0,98022,47.2118,-121.983,1580,8919,246500
347,4,2.5,2600,118666,1.0,0,0,3,7,1400,1200,1981,0,98027,47.54,-121.97,2440,131116,510000
199,2,1.0,670,7312,1.0,0,0,3,5,670,0,1942,0,98125,47.7145,-122.285,860,8242,348000
81,3,1.75,1690,3449,1.0,0,0,3,7,1690,0,1987,0,98055,47.4719,-122.191,1530,4093,289000
47,3,2.0,2120,4080,2.0,0,0,3,7,2120,0,2003,0,98053,47.682,-122.037,2280,4080,535000
60,5,3.25,3130,12087,2.0,0,0,3,8,2180,950,1975,0,98027,47.5336,-122.052,2410,10350,500000
192,4,2.5,2506,7206,2.0,0,0,3,8,2506,0,2007,0,98023,47.3236,-122.337,2441,7220,350000
227,4,1.75,2410,6770,1.0,0,0,4,7,1220,1190,1924,0,98103,47.6946,-122.336,1440,6770,625000
335,3,1.5,1460,78408,1.0,0,0,4,7,1460,0,1963,0,98075,47.59,-122.058,3320,7787,700000
234,4,1.75,1710,7140,1.0,0,0,5,7,1010,700,1968,0,98032,47.3745,-122.275,1770,8960,250000
109,4,2.0,1910,7826,1.0,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826,253000
11,5,2.25,3120,16672,2.0,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,1900000
26,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1906,2014,98102,47.6245,-122.327,1260,2178,840000
168,4,2.5,2310,3866,2.0,0,0,3,8,2310,0,2005,0,98029,47.5498,-121.996,1950,4023,600000
110,3,2.5,1580,12250,2.0,0,0,3,8,1580,0,1993,0,98198,47.3771,-122.315,1560,9900,267000
49,3,2.5,2540,5612,2.0,0,0,3,9,2540,0,1999,0,98059,47.4965,-122.157,2380,6303,425000
