date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
321,4,2.5,2170,19785,2.0,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,2280,8616,340000
74,3,1.0,1160,6132,1.0,0,0,4,7,1160,0,1958,0,98056,47.5015,-122.173,1280,6132,237000
325,2,1.0,1140,10152,1.0,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,10141,153000
231,4,2.25,3140,12150,2.0,0,0,3,9,3140,0,1979,0,98074,47.6361,-122.047,2370,12054,750000
202,3,1.75,1560,9247,1.0,0,0,3,7,1160,400,1989,0,98033,47.6954,-122.174,1690,8772,490000
102,3,2.5,1930,7120,1.0,0,0,4,7,1420,510,1961,0,98133,47.7715,-122.34,1600,8352,432500
73,4,2.5,1830,4500,2.0,0,0,3,7,1830,0,2004,0,98038,47.3504,-122.005,2080,5100,335000
108,3,1.75,1200,55321,1.5,0,0,5,7,1200,0,1977,0,98010,47.3492,-121.935,1910,54450,213000
347,3,1.5,1240,4080,1.5,0,0,3,8,1240,0,1914,0,98144,47.5745,-122.291,1420,4080,530000
255,3,3.5,2800,7694,1.0,0,0,3,9,2800,0,2005,0,98053,47.7095,-122.022,2420,7694,920000
83,3,2.75,1970,2600,2.5,0,0,3,8,1970,0,1924,1994,98103,47.663,-122.335,1680,3120,780000
105,2,1.0,1260,5800,1.0,0,0,4,7,1260,0,1939,0,98199,47.6501,-122.409,1830,5800,661000
215,3,2.25,1830,19965,1.0,0,0,3,8,1400,430,1976,0,98072,47.7412,-122.088,1830,17250,430000
54,4,2.0,2020,48693,1.5,0,0,3,7,2020,0,1949,0,98045,47.4646,-121.759,1610,34900,356000
26,3,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910,224000
186,3,1.75,1690,5080,1.0,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,1300,5080,349000
171,4,2.5,2220,3561,2.0,0,0,3,8,2220,0,2014,0,98038,47.3561,-122.063,2530,4449,349990
348,4,2.5,2430,44001,1.0,0,0,3,8,2430,0,1994,0,98019,47.7125,-121.916,2200,46924,570000
321,3,2.25,2440,8378,1.0,0,0,3,7,1480,960,1962,0,98028,47.7705,-122.26,2510,9602,565000
286,3,2.5,2390,8000,2.0,0,0,3,8,2390,0,1995,0,98042,47.3895,-122.154,2070,7585,363000
189,3,1.5,720,7450,1.0,0,1,1,5,720,0,1924,0,98126,47.584,-122.375,2600,7360,295000
187,3,1.5,1310,2996,2.0,0,0,3,7,1310,0,1998,0,98144,47.5879,-122.299,1310,2997,398000
175,5,2.5,4320,107157,1.0,0,0,4,8,2160,2160,1967,0,98038,47.4009,-122.059,2480,107157,565000
339,4,1.75,1820,7381,1.0,0,0,5,7,1150,670,1962,0,98058,47.4567,-122.171,1610,8462,320000
166,2,2.5,1430,1201,3.0,0,0,3,8,1430,0,2009,0,98107,47.6707,-122.381,1430,1249,505000
329,3,1.75,1540,8100,1.0,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100,430000
354,4,2.25,3180,13653,2.0,0,0,3,9,3180,0,1978,0,98074,47.6316,-122.05,2910,12350,660000
255,3,2.5,1650,4648,2.0,0,0,3,8,1650,0,2001,0,98075,47.5968,-122.015,1800,5637,500000
108,3,1.0,1050,7560,1.0,0,0,3,7,1050,0,1951,0,98126,47.525,-122.371,1490,7560,333000
374,4,2.5,3340,5314,2.0,0,0,3,10,3340,0,2010,0,98065,47.5167,-121.885,3220,5500,701000
95,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,1990,0,98092,47.2984,-122.144,1330,214315,506000
136,3,2.75,1720,6720,1.0,0,0,4,7,1270,450,1947,0,98122,47.6138,-122.298,1690,3248,493000
353,3,1.75,1630,4275,1.5,0,3,3,7,1630,0,1908,0,98115,47.6851,-122.322,1800,4275,567000
161,3,2.0,2550,4794,2.0,0,0,3,9,2550,0,2007,0,98115,47.6955,-122.29,1630,5100,799000
199,3,1.75,2180,14135,1.0,0,2,5,8,1300,880,1947,0,98033,47.673,-122.187,3540,10318,860000
74,4,2.25,2670,10050,1.0,0,0,4,8,1420,1250,1962,0,98032,47.3792,-122.28,2190,10050,275000
294,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,199000
21,3,2.0,1650,9641,1.5,0,0,3,7,1650,0,1983,0,98034,47.7145,-122.231,1940,6701,410000
96,3,1.75,1600,8400,1.0,0,0,5,8,1600,0,1963,0,98006,47.5479,-122.179,2210,8400,480000
167,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184,470000
291,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604,315000
27,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,472000
82,3,1.75,1470,4000,1.0,0,0,3,7,1070,400,1979,0,98122,47.6067,-122.298,1280,3500,415000
57,4,4.25,3500,8750,1.0,0,4,5,9,2140,1360,1951,0,98177,47.7222,-122.367,3110,8750,1080000
236,4,2.5,2690,9551,2.0,0,0,3,9,2690,0,1992,0,98058,47.4343,-122.156,2890,9121,439000
326,5,3.25,4140,32700,1.0,0,4,3,10,2190,1950,1973,0,98177,47.7633,-122.369,3220,22077,1400000
165,3,3.25,1860,2218,3.0,0,0,3,8,1860,0,2001,0,98125,47.7185,-122.313,1860,2218,387500
98,5,4.0,3400,5000,2.0,0,0,3,8,2320,1080,1900,2013,98107,47.6655,-122.363,1910,5000,870000
4,3,2.5,2200,1970,2.0,0,0,3,9,1610,590,2008,0,98102,47.6426,-122.327,1890,3505,1050000
294,4,1.0,1540,8400,1.0,0,0,3,7,770,770,1971,0,98058,47.4278,-122.152,1520,9891,278500
105,3,2.5,2970,9600,2.0,0,0,3,9,2970,0,1994,0,98006,47.5422,-122.132,2970,9707,820000
111,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398,722500
27,3,2.5,2080,9827,2.0,0,0,3,8,2080,0,1989,0,98023,47.3058,-122.394,2660,9861,300000
103,3,1.75,2790,36585,1.0,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302,478000
342,4,3.0,2210,4191,2.0,0,0,3,7,2210,0,2004,0,98002,47.2959,-122.225,890,4288,315000
355,3,2.5,1410,1250,2.0,0,0,3,8,1140,270,2010,0,98119,47.6515,-122.375,1720,2825,530000
314,4,2.0,1560,8800,2.0,0,0,5,6,1560,0,1942,1967,98168,47.4927,-122.312,1480,10000,290000
146,4,3.0,3260,4500,2.0,0,0,3,9,2300,960,1930,2014,98109,47.6314,-122.353,2410,4995,1280000
306,3,1.75,1990,13000,2.0,0,3,3,9,1990,0,1980,0,98028,47.7439,-122.262,2880,11340,700000
157,4,2.5,3320,244807,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,675000
41,4,1.75,1890,6000,1.0,0,0,4,6,1110,780,1947,0,98125,47.7274,-122.305,1560,6356,430000
81,4,2.25,2580,7344,2.0,0,0,3,8,2580,0,1977,0,98027,47.5647,-122.09,2390,7507,588000
299,4,2.5,2410,4708,2.0,0,0,3,8,2410,0,2002,0,98092,47.3229,-122.182,2517,5290,299800
116,4,2.75,2150,9820,1.0,0,0,4,8,1220,930,1979,0,98011,47.7758,-122.2,2060,9830,470000
55,3,2.75,2600,5875,1.5,0,2,5,8,1600,1000,1929,0,98116,47.5773,-122.406,2260,5492,805000
215,3,1.75,1280,16200,1.0,0,0,3,8,1030,250,1976,0,98077,47.7427,-122.071,1160,10565,340000
167,1,1.0,670,4920,1.0,0,0,3,5,670,0,1920,0,98126,47.5342,-122.373,1050,4920,310000
39,3,1.75,1330,9200,1.0,0,0,4,7,1330,0,1973,0,98092,47.2916,-122.185,1590,9200,183000
145,3,1.75,2550,6117,2.0,0,0,3,9,1650,900,1951,2004,98122,47.6109,-122.285,2100,4967,1190000
364,3,2.0,1750,2550,1.0,0,0,3,7,1750,0,1955,0,98133,47.7329,-122.343,1370,1533,410000
137,3,1.5,1180,8545,1.0,0,0,3,8,1180,0,1952,0,98004,47.624,-122.2,1660,9000,816000
131,5,1.0,1500,9282,1.5,0,0,5,6,1500,0,1966,0,98168,47.4702,-122.281,1520,9639,235000
131,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,485000
59,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,385000
4,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,535000
364,5,3.5,3510,4798,2.0,0,0,3,10,2700,810,2008,0,98105,47.669,-122.282,1460,1684,1250000
124,4,3.25,4330,26162,2.0,0,0,3,11,4330,0,1997,0,98074,47.6009,-122.011,5110,26319,1210000
355,1,1.0,720,7540,1.0,1,4,4,6,720,0,1905,0,98198,47.3509,-122.323,1120,9736,570000
68,3,1.75,1770,29004,1.0,0,0,3,8,1770,0,1959,0,98023,47.3204,-122.364,2300,24534,215000
47,2,1.0,1100,4200,1.0,0,0,3,7,1100,0,1954,0,98136,47.5312,-122.392,1240,4000,343566
270,2,1.0,670,7844,1.0,0,0,3,6,670,0,1942,0,98126,47.5165,-122.372,740,7218,202000
278,3,2.5,2230,5717,2.0,0,0,3,7,2230,0,2004,0,98058,47.4388,-122.117,2230,5194,368750
26,3,1.0,1700,6356,1.5,0,0,3,7,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,681000
322,4,2.5,2030,7140,1.0,0,0,4,7,1400,630,1968,0,98008,47.6244,-122.109,1800,7565,556300
94,3,1.75,2050,10519,1.0,0,0,3,7,1240,810,1979,0,98058,47.4257,-122.146,1770,9605,265000
255,4,2.5,2060,10125,2.0,0,0,4,7,1560,500,1979,0,98028,47.764,-122.262,1760,9876,435000
307,4,3.0,3350,199253,2.0,0,0,3,10,3350,0,2004,0,98010,47.3602,-121.988,3350,183897,700000
185,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.6638,-122.319,1650,1960,599000
299,3,2.0,2410,13300,2.0,0,0,3,9,1840,570,1985,0,98006,47.5632,-122.148,2930,10900,822000
19,4,2.5,3240,3600,2.0,0,0,3,9,2060,1180,2008,0,98109,47.6405,-122.356,1820,3600,1220000
349,2,1.0,770,6017,1.0,0,0,3,7,770,0,1950,0,98125,47.7223,-122.321,1670,7500,407500
363,2,1.5,988,1080,3.0,0,0,3,7,988,0,2007,0,98125,47.7123,-122.301,1128,1080,295000
208,1,1.0,830,3200,1.0,0,0,3,7,830,0,1924,0,98103,47.6557,-122.348,1350,2512,525000
115,5,1.75,2120,8625,1.0,0,0,3,7,1200,920,1959,0,98008,47.6118,-122.131,1930,8625,534000
3,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1909,1998,98105,47.6604,-122.29,1950,5000,670000
335,2,1.5,2340,13380,1.0,0,0,4,7,1280,1060,1954,0,98146,47.5017,-122.377,1490,8100,545000
200,3,2.0,2390,8025,2.0,0,0,5,7,2390,0,1921,0,98105,47.6707,-122.288,1920,5350,810000
118,3,1.75,1720,10710,1.0,0,0,3,7,860,860,1957,0,98146,47.5092,-122.362,1480,10359,340000
18,4,2.5,2303,3680,2.0,0,0,3,8,2303,0,2013,0,98001,47.2599,-122.283,2303,3760,329995
4,4,2.5,2150,37981,2.0,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,609000
84,2,1.0,940,6000,1.0,0,0,3,6,940,0,1943,0,98146,47.4907,-122.336,1310,6000,115000
217,4,1.75,1750,18810,1.0,0,0,3,7,1220,530,1977,0,98059,47.4719,-122.074,1840,17424,360000
349,3,2.25,1190,1200,3.0,0,0,3,8,1190,0,2008,0,98103,47.6542,-122.346,1180,1224,475000
31,4,1.5,1840,4337,2.0,0,0,4,8,1840,0,1917,0,98112,47.6312,-122.307,2250,4337,809000
131,3,3.25,3410,25741,2.0,0,0,4,8,3410,0,1993,0,98014,47.6929,-121.868,1660,25865,720000
123,3,2.5,2830,9972,2.0,0,0,3,9,2830,0,2006,0,98019,47.7382,-121.975,3557,9159,539000
360,3,2.0,2570,10078,1.5,0,0,3,8,2570,0,1965,0,98008,47.6275,-122.12,2660,8013,670000
364,4,2.5,3140,32336,1.5,0,0,3,10,3140,0,1995,0,98072,47.7412,-122.087,2340,19965,712000
291,2,1.5,1140,2500,1.0,0,1,3,7,630,510,1988,0,98106,47.5707,-122.359,1500,5000,355000
336,3,1.75,1860,9629,1.0,0,0,4,7,1240,620,1961,0,98059,47.4913,-122.143,1940,9629,315000
355,2,1.75,1460,10500,1.0,0,0,3,7,1460,0,1980,0,98045,47.4461,-121.768,1340,9600,220650
195,2,1.0,860,7204,1.0,0,0,3,7,860,0,1918,0,98106,47.5361,-122.351,1200,7500,284000
34,4,3.75,4610,40202,1.0,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122.0,3050,41056,630000
278,3,2.25,1500,8100,1.0,0,0,3,7,1210,290,1968,0,98055,47.4632,-122.19,1600,7896,294900
181,4,2.5,3210,8938,2.0,0,0,3,10,3210,0,2005,0,98075,47.582,-121.971,3740,8108,750000
166,4,2.5,2170,10500,1.0,0,0,3,7,1570,600,1962,0,98155,47.7512,-122.295,1850,11127,420000
41,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,784000
17,2,1.0,930,4743,1.0,0,0,4,5,930,0,1942,0,98056,47.4966,-122.187,930,4779,141800
80,3,2.5,1890,7053,2.0,0,0,4,8,1890,0,1992,0,98031,47.3967,-122.183,2000,7226,347500
202,3,2.5,1870,3118,2.0,0,0,3,8,1870,0,1993,0,98038,47.3739,-122.056,1580,3601,205000
102,4,1.75,1670,8000,1.0,0,0,4,8,1670,0,1974,0,98023,47.3193,-122.383,1720,8000,268500
153,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004,580000
367,4,2.75,2230,50094,1.0,0,2,4,7,1330,900,1977,0,98092,47.2576,-122.099,2230,40770,323000
75,3,1.75,2040,12065,1.0,0,0,3,8,2040,0,1987,0,98038,47.3756,-122.044,2010,11717,379950
319,2,1.0,620,6600,1.0,0,0,3,6,620,0,1963,0,98168,47.4862,-122.33,1050,6600,175000
26,4,2.5,2798,4473,2.0,0,0,3,9,2798,0,2012,0,98055,47.4295,-122.205,2358,4593,499950
160,4,2.75,3170,7634,2.0,0,0,3,10,3170,0,1992,0,98075,47.5774,-122.054,2940,7846,750000
356,2,1.5,1450,2550,1.0,0,0,3,7,820,630,1984,0,98103,47.6911,-122.348,1450,5100,450000
186,3,2.5,2420,36862,1.0,0,0,4,8,1530,890,1957,0,98003,47.3264,-122.308,1670,9046,475000
199,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,1390,942,288790
103,3,2.5,3210,8630,2.0,0,0,4,10,2530,680,1990,0,98033,47.6939,-122.189,2630,8630,870000
308,4,2.5,2620,11200,1.0,0,0,4,8,1770,850,1962,0,98004,47.5876,-122.193,2360,11200,1030000
137,3,2.5,2080,7749,2.0,0,0,3,8,2080,0,1988,0,98029,47.5723,-122.021,2210,7471,550000
101,3,2.5,1580,2765,2.0,0,0,3,8,1580,0,2011,0,98126,47.5444,-122.369,1580,1820,349900
3,3,2.25,1800,36704,1.0,0,0,4,8,1360,440,1978,0,98027,47.4688,-122.013,2730,36404,410000
41,3,2.5,1880,7000,2.0,0,0,3,8,1880,0,1993,0,98031,47.4206,-122.184,1880,7000,315000
227,3,1.75,2270,7156,1.0,0,0,3,7,1370,900,1948,0,98168,47.4864,-122.316,1210,7156,292000
17,3,2.5,1270,9675,2.0,0,0,3,8,1270,0,1993,0,98045,47.4639,-121.744,1270,11700,280000
26,3,1.75,1210,8075,1.0,0,0,4,6,1210,0,1983,0,98001,47.2666,-122.254,1310,8025,215000
171,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200,411100
94,3,2.5,2060,4200,2.0,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.018,2370,4200,339989
53,5,4.75,6390,13180,2.0,0,0,3,10,4560,1830,1940,0,98112,47.6312,-122.291,4010,8137,2470000
144,4,2.5,2810,11902,2.0,0,0,4,9,2810,0,1993,0,98059,47.5303,-122.143,2990,10754,747500
73,3,2.5,2120,4310,2.0,0,0,3,7,2120,0,2001,0,98053,47.687,-122.037,2280,4380,559950
264,3,2.0,1450,9044,2.0,0,0,3,7,1450,0,1990,0,98022,47.1955,-121.987,1450,9044,222500
363,3,1.5,1430,8861,1.0,0,0,3,7,1430,0,1956,0,98188,47.4454,-122.289,1080,9425,280000
32,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042,530000
167,4,1.75,2040,3570,1.0,0,0,4,7,1020,1020,1917,0,98144,47.5754,-122.288,1790,4206,495000
34,3,3.5,3250,6000,2.0,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,875000
341,3,1.0,1820,5750,1.0,0,0,3,7,1120,700,1918,0,98116,47.5773,-122.383,1500,5750,532000
173,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,360000
41,5,2.75,2820,4608,1.0,0,0,3,7,1450,1370,1967,0,98117,47.6886,-122.361,1620,3840,599000
129,1,1.0,720,5196,1.0,0,0,3,7,720,0,1911,0,98103,47.6928,-122.337,1580,5762,270000
10,4,2.75,3300,12090,2.0,0,0,3,8,3300,0,1953,0,98004,47.6294,-122.218,3180,12239,927000
70,3,1.75,1450,6829,1.0,0,0,3,8,1450,0,1983,0,98052,47.7222,-122.108,1950,7622,440000
108,4,2.0,1540,5920,1.5,0,0,5,7,1540,0,1935,0,98125,47.7148,-122.301,1630,6216,442500
39,4,2.0,1210,11100,1.0,0,0,4,7,1210,0,1955,0,98006,47.5747,-122.145,1280,11100,483300
354,4,3.5,4010,10880,2.0,0,3,4,11,3150,860,1990,0,98040,47.5359,-122.213,3530,17310,1390000
365,4,3.5,2850,5577,2.0,0,0,3,8,1950,900,2014,0,98056,47.5252,-122.192,2850,5708,608500
328,4,3.5,4420,20759,2.0,0,0,3,11,4420,0,2003,0,98004,47.6354,-122.221,3020,20666,2330000
341,3,1.0,1170,62290,2.0,0,0,3,5,1170,0,1986,0,98045,47.5104,-121.787,1810,42173,315000
342,2,1.0,1150,12861,1.0,0,0,3,6,1150,0,1959,0,98058,47.4493,-122.171,1170,7574,280000
241,3,1.0,1230,9720,1.0,0,0,5,7,1230,0,1969,0,98042,47.3266,-122.138,1230,9720,220000
18,3,1.5,1080,2940,1.5,0,0,4,7,1080,0,1920,0,98115,47.6832,-122.304,1400,4930,395000
73,2,1.0,820,5700,1.0,0,0,5,5,820,0,1942,0,98056,47.4915,-122.184,1000,5700,208000
251,3,2.5,2260,3640,2.0,0,0,3,8,2260,0,1994,0,98072,47.7356,-122.157,2350,3710,496500
46,3,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,0,98116,47.5739,-122.406,2700,9106,936000
326,2,1.0,1670,8195,1.0,0,0,3,7,1670,0,1954,1975,98033,47.6627,-122.192,1980,7500,660000
40,3,1.0,1140,5500,1.5,0,0,4,6,1140,0,1908,0,98199,47.6606,-122.395,1690,4400,476000
93,4,1.0,1360,5766,1.5,0,0,5,7,1360,0,1951,0,98115,47.6827,-122.289,1500,5704,540000
165,3,2.25,3420,9900,1.0,0,0,3,9,1710,1710,1963,2004,98028,47.7412,-122.256,2290,10700,692500
102,2,1.5,1220,1120,2.5,0,0,3,8,1110,110,2008,0,98199,47.6374,-122.388,2010,3175,465000
363,4,1.75,1740,12204,1.0,0,0,3,7,1270,470,1961,0,98155,47.7675,-122.277,2190,12204,450000
178,4,2.0,2090,4000,1.0,0,0,3,7,1480,610,1951,0,98107,47.6751,-122.379,1510,5000,513000
145,4,1.75,1910,8117,1.0,0,0,3,7,1460,450,1975,0,98072,47.7344,-122.173,1810,8100,395000
7,2,1.5,1020,1525,2.0,0,0,3,7,1020,0,2004,0,98133,47.704,-122.347,1020,3844,212000
3,3,1.0,1450,6000,1.0,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,287000
119,3,2.5,1520,3425,2.0,0,0,3,7,1520,0,1986,0,98052,47.6801,-122.161,1640,3425,402000
109,3,2.5,2210,70567,2.0,0,3,3,9,2210,0,1995,0,98014,47.6087,-121.895,2000,73616,509950
227,3,3.25,1480,983,2.0,0,0,3,8,1180,300,2013,0,98106,47.5555,-122.363,1330,1062,312500
276,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,474000
214,2,2.5,2300,6400,1.0,0,0,3,8,2300,0,2007,0,98053,47.7196,-122.02,2300,6400,705000
192,2,2.0,1600,5643,1.0,0,0,3,7,1600,0,1954,0,98115,47.6968,-122.279,1600,5746,438200
192,2,1.75,1020,10346,1.0,0,0,4,6,1020,0,1983,0,98022,47.1958,-122.002,1160,8610,187000
143,2,3.25,3000,24004,1.0,0,0,3,10,2410,590,1952,0,98005,47.611,-122.157,4270,24506,780000
101,1,1.5,1048,4800,1.0,0,0,3,7,1048,0,1942,0,98055,47.4759,-122.212,950,4800,199950
322,4,2.25,2420,36680,2.0,0,0,4,8,2420,0,1977,0,98027,47.4663,-122.006,2410,36680,500000
342,4,2.0,1700,12048,2.0,0,0,3,7,1700,0,1990,0,98030,47.3748,-122.186,1960,7650,277500
279,3,2.5,2140,2868,2.0,0,0,3,8,1770,370,2007,0,98052,47.6668,-122.132,2140,2527,666000
333,2,2.0,1110,1095,3.0,0,0,3,7,980,130,2008,0,98136,47.5494,-122.388,1110,1083,406000
348,3,2.25,1630,10962,1.0,0,0,4,8,1100,530,1977,0,98030,47.3801,-122.166,1830,8470,305000
207,4,3.75,7620,29536,2.0,0,3,3,11,5980,1640,2005,0,98006,47.5571,-122.14,2840,20809,1680000
65,2,1.75,1990,4000,1.0,0,0,5,7,1090,900,1952,0,98103,47.6889,-122.342,1270,5700,625000
344,3,2.25,2680,98445,1.0,0,0,5,8,2680,0,1962,0,98059,47.5015,-122.108,2340,98445,600000
326,4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383,350900
110,3,1.75,1900,5000,1.0,0,0,5,7,950,950,1951,0,98116,47.5789,-122.393,1770,5000,615000
227,3,1.0,1070,22489,1.0,0,0,3,7,1070,0,1967,0,98001,47.3278,-122.262,1880,20250,195000
298,3,2.0,1500,8775,1.0,0,0,3,6,1390,110,1943,0,98166,47.4809,-122.335,1310,8775,255000
81,3,1.75,1930,213008,1.0,0,2,3,7,1300,630,1980,0,98053,47.6751,-121.993,2860,208652,568000
109,4,2.0,1890,5188,1.5,0,0,4,7,1670,220,1940,0,98105,47.6633,-122.287,1800,4848,675000
360,4,2.0,2040,8281,2.0,0,1,3,7,2040,0,1961,0,98033,47.6689,-122.195,2560,8281,565000
293,3,1.5,2120,8448,1.0,0,0,3,7,1060,1060,1940,0,98199,47.6438,-122.403,1620,7920,650000
3,5,1.75,2550,71874,1.0,0,0,5,7,1810,740,1960,0,98027,47.4845,-122.08,2170,51400,525888
361,4,4.0,3330,24354,1.0,0,0,4,10,3330,0,1961,0,98006,47.5708,-122.192,3880,25493,2500000
95,3,2.75,1830,208216,2.0,0,0,3,8,1830,0,1997,0,98070,47.4377,-122.464,1530,16988,495000
102,3,2.5,1600,7829,2.0,0,0,3,7,1600,0,1987,0,98034,47.7288,-122.227,1580,9104,455000
180,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,2014,0,98103,47.6497,-122.339,1780,3990,1380000
38,2,1.0,1000,31505,1.0,0,0,3,6,1000,0,1960,0,98019,47.7659,-121.899,1560,22597,265000
371,3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,460000
20,3,1.0,910,6000,1.0,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957,219900
299,4,2.5,2310,7555,2.0,0,0,3,9,2310,0,1997,0,98155,47.7544,-122.303,1980,8416,495000
312,2,2.25,1800,2819,2.0,0,2,4,9,1800,0,1979,0,98008,47.6104,-122.113,1800,2755,542000
143,3,1.0,1090,2800,1.0,0,0,3,6,1090,0,1969,0,98092,47.3162,-122.183,1040,2960,149000
87,3,2.5,2480,6600,2.0,0,0,3,8,2480,0,2002,0,98053,47.6313,-122.008,2310,6656,583800
192,3,2.0,1940,4500,1.0,0,3,3,7,1090,850,1926,0,98107,47.6659,-122.359,1700,4500,700000
6,2,1.25,860,1277,2.0,0,0,3,7,860,0,2007,0,98144,47.5842,-122.314,1280,1265,321950
196,3,2.0,2350,12480,1.0,0,0,3,7,1600,750,1981,0,98028,47.7661,-122.262,2160,12000,430000
17,4,3.5,3370,435600,2.0,0,3,3,9,3370,0,2005,0,98045,47.4398,-121.738,2790,114868,480000
137,4,2.5,2040,8076,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2040,8408,279000
7,4,2.25,2430,32496,1.0,0,0,3,9,2430,0,1993,0,98077,47.7642,-122.048,2750,35506,590000
13,5,2.75,3030,10335,2.0,0,0,3,9,3030,0,2013,0,98056,47.5305,-122.184,2720,11213,819995
110,5,1.75,2170,9752,1.0,0,0,3,7,1100,1070,1962,0,98003,47.3355,-122.331,1810,10609,278000
192,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,535000
33,3,2.5,1820,4910,2.0,0,0,3,8,1820,0,1993,0,98029,47.5703,-121.996,2090,6668,532000
291,3,2.75,2130,1400,2.0,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1520,3132,539000
299,2,1.0,690,5200,1.0,0,0,3,6,690,0,1918,0,98136,47.556,-122.395,1380,5700,340000
75,4,1.75,2390,23899,1.0,0,0,3,7,1750,640,1949,0,98028,47.7557,-122.237,1840,33900,450000
25,3,2.5,2540,7680,2.0,0,1,4,9,2540,0,1940,2001,98177,47.7175,-122.364,2490,7680,675000
367,2,1.75,1150,698,2.0,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,757,346100
328,3,2.5,1920,7779,2.0,0,0,3,7,1920,0,1989,0,98031,47.4024,-122.171,1960,7536,279000
160,4,2.0,2430,199940,1.0,0,0,3,8,1310,1120,1961,0,98038,47.4116,-122.029,2220,150282,449500
144,3,2.25,1820,13362,1.0,0,0,3,8,1220,600,1977,0,98075,47.5898,-122.052,2050,15000,480000
143,4,1.75,1680,9966,1.0,0,0,3,7,1100,580,1977,0,98198,47.3923,-122.311,2400,10369,268000
27,3,2.0,2590,108900,2.0,0,0,3,8,1980,610,1988,0,98038,47.4088,-122.055,3170,108900,503000
7,2,1.0,1150,4400,1.0,0,0,4,7,1150,0,1905,0,98112,47.6226,-122.292,1240,4400,463000
328,3,2.5,2420,198198,2.0,0,0,3,9,2420,0,1997,0,98077,47.772,-122.022,2780,179467,692500
48,4,2.0,2080,13510,1.0,0,0,3,7,1040,1040,1950,0,98178,47.4918,-122.258,2010,11625,248000
171,4,2.5,2223,5780,2.0,0,0,3,8,2223,0,2010,0,98042,47.3586,-122.157,1690,7766,320000
186,4,2.25,1650,7200,1.0,0,0,3,8,1650,0,1967,0,98008,47.6384,-122.116,2180,7950,550000
5,3,2.25,1660,8307,1.0,0,0,4,8,1660,0,1961,0,98133,47.7575,-122.352,2510,7800,405000
