age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
73, Self-emp-not-inc,130391, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
66, Private,302072, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,153414, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
21, Private,202373, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Private,92968, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, ?, <=50K
43, Private,76460, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,238376, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private,304570, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
34, Private,345360, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, England, <=50K
45, Self-emp-not-inc,210364, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,80, United-States, >50K
20, Private,153583, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, ?, <=50K
40, Private,142886, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private,86808, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
38, Private,312108, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private,92863, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private,399022, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
46, Self-emp-not-inc,182541, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,50, United-States, <=50K
44, Private,222434, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,123703, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, >50K
58, Federal-gov,81973, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1485,40, United-States, >50K
33, Private,232356, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1672,55, United-States, <=50K
23, Private,215395, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,98155, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
44, State-gov,55076, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private,154568, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Vietnam, >50K
25, Private,193787, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
48, Private,123075, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
26, Private,243560, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, ?, <=50K
46, Private,229737, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, India, >50K
43, Local-gov,147328, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
52, Private,218550, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,14084,0,16, United-States, >50K
44, Federal-gov,161240, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,64112, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc,142871, Some-college, Separated, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
18, ?,156608, 11th, Never-married, ?, Own-child, White, Female,0,0,25, United-States, <=50K
60, ?,41553, Some-college, Widowed, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private,183870, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,160369, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,45, United-States, >50K
52, Self-emp-inc,260938, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Private,273230, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States, <=50K
25, Private,122999, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Private,191444, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Private,105327, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,123714, 11th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
62, Self-emp-inc,137354, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
53, Self-emp-not-inc,105478, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,40, United-States, >50K
20, Private,339588, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Peru, <=50K
28, Private,192591, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, State-gov,262819, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, ?,117963, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States, <=50K
74, Self-emp-not-inc,104001, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private,34803, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private,216811, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,16, United-States, <=50K
43, Self-emp-inc,140988, Bachelors, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,45, India, <=50K
22, Private,103277, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
22, Private,124971, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private,227158, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,250499, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,55, United-States, >50K
20, ?,122244, HS-grad, Never-married, ?, Not-in-family, White, Female,0,0,28, United-States, <=50K
46, Private,175625, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc,54683, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, <=50K
61, State-gov,130466, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, State-gov,195520, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,49, United-States, <=50K
48, Private,207058, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
50, Self-emp-inc,132716, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
37, Private,73715, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private,150861, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc,119762, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
59, Private,195820, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc,201498, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,190968, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
37, Self-emp-not-inc,243587, Some-college, Separated, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
30, Private,131588, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
46, Private,163352, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
26, Private,58426, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
35, Private,310290, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Female,0,0,40, United-States, <=50K
70, Private,304570, Bachelors, Widowed, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,32, Philippines, <=50K
57, Self-emp-inc,103948, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
28, Private,291374, 12th, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private,438839, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,32981, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,169037, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private,135339, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,2105,0,40, Vietnam, <=50K
23, State-gov,56402, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
59, Private,147989, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, ?, <=50K
23, Private,60668, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
26, Private,259505, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, State-gov,431745, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private,230329, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
48, Federal-gov,328606, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,297847, 9th, Married-civ-spouse, Other-service, Wife, Black, Female,3411,0,34, United-States, <=50K
38, Self-emp-not-inc,58972, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Private,33688, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,1669,70, United-States, <=50K
36, Private,108320, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,4101,0,40, United-States, <=50K
50, Federal-gov,111700, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, ?,176897, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States, <=50K
58, Private,180980, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,42, France, <=50K
45, Private,274689, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,204653, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, ?,34506, Some-college, Separated, ?, Unmarried, White, Female,0,0,25, United-States, <=50K
18, Private,577521, 11th, Never-married, Sales, Own-child, White, Male,0,0,13, United-States, <=50K
37, Private,312766, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private,126141, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private,195985, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private,180439, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private,58597, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,44, United-States, <=50K
23, Private,91189, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
44, Private,178385, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, India, <=50K
33, Private,34848, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov,318918, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc,320421, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Private,30840, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
48, ?,175653, Assoc-acdm, Divorced, ?, Not-in-family, White, Female,14084,0,40, United-States, >50K
62, State-gov,39630, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,122952, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Self-emp-not-inc,39369, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,409200, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private,203435, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Italy, <=50K
47, Private,275095, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,85355, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Local-gov,104614, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
53, Local-gov,207449, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,245482, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
34, Private,148207, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
22, Private,188544, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
42, Self-emp-not-inc,27242, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
33, Private,113364, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private,176839, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
32, Private,133861, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,13550,0,48, United-States, >50K
58, Self-emp-not-inc,318106, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private,126199, Some-college, Divorced, Transport-moving, Unmarried, White, Male,1831,0,50, United-States, <=50K
36, Self-emp-not-inc,224886, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,40, United-States, <=50K
36, Private,171968, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,85434, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov,930948, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,6497,0,56, United-States, <=50K
27, Private,216481, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc,567788, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
24, ?,283731, Bachelors, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,143604, 10th, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,37, United-States, <=50K
39, Private,294183, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private,102684, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K
36, Private,66304, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
65, Local-gov,254413, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,229015, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private,28887, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,166961, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Local-gov,197764, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private,230899, 5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,27802, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,109080, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Private,314177, 10th, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
57, Private,133126, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private,133586, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc,152652, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
45, Private,288437, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,4064,0,40, United-States, <=50K
45, Self-emp-not-inc,160962, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private,117963, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
26, Private,68001, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,150125, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private,38848, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,231413, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,193626, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,53, United-States, <=50K
24, Private,281356, 1st-4th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,66, Mexico, <=50K
24, Private,23438, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc,113838, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,3137,0,60, Germany, <=50K
68, Private,170376, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private,105694, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
57, Self-emp-not-inc,327901, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,80945, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,137898, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc,103110, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
45, Local-gov,125933, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private,209022, 11th, Divorced, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
25, Private,193820, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1876,40, United-States, <=50K
29, Private,91547, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,183778, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov,311671, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States, <=50K
65, Private,262446, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
59, Private,152968, Some-college, Separated, Adm-clerical, Other-relative, White, Male,3325,0,40, United-States, <=50K
47, Self-emp-not-inc,94100, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
42, Private,147251, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, <=50K
30, Private,219318, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, Puerto-Rico, <=50K
41, Private,113491, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc,165001, Masters, Divorced, Exec-managerial, Unmarried, White, Male,25236,0,50, United-States, >50K
36, Private,203482, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov,179580, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
60, ?,116961, 7th-8th, Widowed, ?, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Local-gov,161942, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,1055,0,40, United-States, <=50K
50, Private,213290, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,36, United-States, >50K
34, Private,30433, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Private,138944, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private,215395, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,1602,10, United-States, <=50K
39, Private,163237, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
59, ?,154236, HS-grad, Married-civ-spouse, ?, Wife, White, Female,7688,0,40, United-States, >50K
38, Private,114591, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,40, United-States, >50K
75, ?,35724, HS-grad, Widowed, ?, Not-in-family, White, Female,0,0,8, United-States, <=50K
32, Private,194901, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,234690, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,98361, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, ?, >50K
45, Self-emp-inc,311231, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1485,50, United-States, >50K
55, Self-emp-not-inc,322691, Masters, Married-civ-spouse, Sales, Husband, White, Male,3103,0,55, United-States, >50K
34, Private,221396, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,43408, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,107833, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1485,40, United-States, >50K
47, Private,370119, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc,283122, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, United-States, >50K
21, Private,31606, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Germany, <=50K
30, Private,117393, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,99369, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, United-States, <=50K
26, Private,164938, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,238305, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,1628,12, ?, <=50K
38, Private,241998, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
48, Private,109275, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,298037, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K
53, Private,304504, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,45, United-States, >50K
25, Private,135845, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,391171, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,25, United-States, <=50K
34, Private,202498, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
26, Private,57512, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private,306513, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,227626, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov,236687, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
66, ?,188842, Bachelors, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States, <=50K
19, Private,220101, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,178587, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
47, Federal-gov,211123, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,99602, HS-grad, Separated, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc,112650, 7th-8th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private,221072, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, ?, <=50K
18, Private,324011, 9th, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private,250038, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
49, Private,190319, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
22, Private,181313, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Self-emp-inc,338836, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, ?,114798, 11th, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
51, Private,178241, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
34, Private,175856, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,55, United-States, >50K
30, Private,77266, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
45, Private,155489, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
30, Private,341051, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
51, Private,139347, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States, >50K
46, Private,231515, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,47, Cuba, <=50K
44, Private,180609, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
49, Self-emp-inc,143482, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
48, Private,373366, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,3781,0,50, Mexico, <=50K
21, Private,207103, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov,141058, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
38, Federal-gov,161463, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
17, ?,161259, 10th, Never-married, ?, Other-relative, White, Male,0,0,12, United-States, <=50K
17, ?,219277, 11th, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private,175622, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc,31267, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
