gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,2L-5L,0,7,7684,More than 1,B,Platinum,367968
Female,Rural,High School,2L-5L,1,4,6288,More than 1,A,Platinum,103896
Male,Rural,High School,5L-10L,1,5,4012,More than 1,A,Gold,383928
Male,Rural,Bachelor,5L-10L,0,3,2502,1,B,Platinum,32952
Male,Urban,High School,More than 10L,0,2,11067,More than 1,A,Silver,366372
Female,Urban,High School,2L-5L,0,2,8893,More than 1,B,Platinum,104244
Female,Urban,High School,5L-10L,1,2,2542,More than 1,A,Gold,30876
Male,Urban,High School,<=2L,0,4,3785,More than 1,A,Platinum,55440
Female,Urban,High School,5L-10L,1,1,5456,More than 1,B,Platinum,58392
Female,Rural,Others,5L-10L,0,1,2041,1,B,Silver,33876
Male,Urban,Bachelor,5L-10L,1,0,3773,More than 1,A,Gold,63324
Male,Urban,Bachelor,5L-10L,0,1,4934,More than 1,A,Platinum,450252
Female,Rural,Bachelor,5L-10L,1,6,3009,1,A,Silver,58272
Male,Urban,High School,5L-10L,0,3,10549,More than 1,B,Platinum,104628
Male,Urban,High School,2L-5L,1,7,4031,More than 1,B,Silver,102192
Female,Urban,High School,2L-5L,0,7,6807,1,A,Silver,32844
Male,Urban,Bachelor,5L-10L,1,8,6002,More than 1,A,Silver,101544
Female,Urban,High School,5L-10L,1,2,2253,1,B,Silver,31572
Female,Urban,Bachelor,5L-10L,1,4,2205,More than 1,B,Platinum,61836
Male,Urban,Bachelor,<=2L,1,5,8751,More than 1,A,Platinum,62400
Female,Rural,Bachelor,More than 10L,1,4,0,1,B,Platinum,39624
Female,Urban,High School,5L-10L,1,4,3544,1,A,Platinum,55140
Female,Rural,Bachelor,5L-10L,0,8,4265,More than 1,A,Silver,74736
Male,Urban,Bachelor,2L-5L,1,8,5618,1,A,Silver,31692
Male,Urban,High School,5L-10L,0,0,2357,More than 1,A,Gold,139488
Male,Urban,High School,More than 10L,0,6,10254,More than 1,A,Platinum,434328
Male,Urban,Bachelor,5L-10L,1,0,5573,1,A,Platinum,33060
Female,Rural,Bachelor,More than 10L,0,1,0,1,A,Platinum,100560
Male,Urban,High School,2L-5L,0,3,5237,More than 1,A,Platinum,52716
Male,Rural,Bachelor,5L-10L,1,6,2885,1,B,Platinum,76512
Male,Urban,Bachelor,5L-10L,0,6,3319,More than 1,B,Silver,67308
Male,Urban,Bachelor,2L-5L,0,5,3737,More than 1,A,Platinum,98556
Male,Urban,Bachelor,5L-10L,0,7,7007,More than 1,A,Silver,288636
Male,Urban,High School,2L-5L,1,4,6381,More than 1,B,Platinum,307776
Female,Urban,Others,5L-10L,1,0,3004,More than 1,A,Gold,66060
Male,Urban,High School,More than 10L,1,1,4475,1,A,Platinum,36468
Male,Urban,High School,2L-5L,1,6,6273,1,A,Platinum,30480
Female,Urban,Bachelor,5L-10L,1,6,3767,More than 1,A,Silver,248100
Female,Urban,High School,<=2L,1,5,0,1,A,Platinum,34404
Female,Urban,Bachelor,2L-5L,1,4,0,1,C,Platinum,31428
Male,Urban,Bachelor,5L-10L,0,6,0,More than 1,B,Platinum,64332
Male,Urban,High School,5L-10L,1,7,6267,1,A,Silver,34800
Female,Urban,Bachelor,5L-10L,0,8,3743,More than 1,B,Platinum,147456
Male,Urban,Bachelor,5L-10L,1,1,3475,1,A,Gold,30852
Male,Urban,Bachelor,2L-5L,1,1,4432,More than 1,A,Platinum,363168
Male,Rural,High School,More than 10L,0,4,0,1,A,Platinum,32184
Female,Urban,High School,<=2L,1,1,6126,1,A,Silver,47856
Male,Urban,Bachelor,More than 10L,1,5,2529,1,A,Platinum,34152
Female,Rural,Bachelor,5L-10L,1,8,0,1,C,Platinum,67872
Female,Rural,High School,5L-10L,1,8,0,More than 1,B,Gold,66132
Male,Urban,Bachelor,2L-5L,1,8,5744,1,B,Platinum,30960
Male,Urban,High School,5L-10L,1,2,6447,More than 1,A,Gold,61776
Male,Urban,Bachelor,5L-10L,1,3,5403,1,A,Gold,33900
Male,Urban,High School,2L-5L,1,2,6406,1,C,Gold,39096
Female,Urban,High School,5L-10L,0,5,6394,1,B,Platinum,34356
Male,Rural,High School,5L-10L,1,6,7824,1,A,Platinum,31140
Male,Rural,Bachelor,2L-5L,1,4,0,More than 1,B,Silver,69216
Female,Rural,Bachelor,5L-10L,0,7,10277,1,A,Platinum,36108
Female,Urban,High School,More than 10L,1,6,0,1,A,Platinum,32436
Male,Urban,Bachelor,5L-10L,0,1,3108,1,A,Gold,65904
Male,Rural,High School,5L-10L,1,6,0,More than 1,B,Platinum,57108
Male,Urban,High School,2L-5L,1,8,2996,More than 1,A,Gold,168132
Male,Urban,High School,5L-10L,0,5,2375,More than 1,A,Gold,97044
Male,Urban,High School,5L-10L,1,6,5032,More than 1,A,Platinum,160656
Male,Urban,Bachelor,5L-10L,1,6,2291,More than 1,B,Platinum,67848
Female,Rural,High School,More than 10L,0,0,2934,1,A,Silver,34140
Female,Urban,High School,2L-5L,0,2,3007,More than 1,A,Silver,101472
Female,Urban,High School,5L-10L,1,6,4897,1,A,Platinum,30120
Male,Urban,Bachelor,5L-10L,0,4,3923,More than 1,A,Gold,292500
Male,Urban,High School,5L-10L,1,6,8328,More than 1,A,Platinum,57996
Female,Urban,High School,2L-5L,1,7,7965,More than 1,A,Platinum,59148
Female,Urban,Bachelor,More than 10L,1,7,0,More than 1,B,Silver,70680
Female,Urban,High School,2L-5L,0,2,9498,More than 1,C,Gold,105312
Female,Urban,Bachelor,More than 10L,0,4,7011,More than 1,A,Gold,72444
Male,Urban,High School,2L-5L,0,6,0,More than 1,A,Platinum,39984
Female,Urban,High School,2L-5L,1,2,10459,More than 1,C,Platinum,67500
Female,Urban,Bachelor,2L-5L,0,6,6862,More than 1,A,Platinum,96996
Male,Urban,High School,More than 10L,0,1,5068,1,A,Platinum,34092
Male,Urban,High School,5L-10L,1,5,3374,More than 1,A,Platinum,100392
Male,Rural,Others,5L-10L,1,6,3643,More than 1,C,Gold,34452
Female,Urban,Bachelor,<=2L,1,7,6318,More than 1,A,Gold,117876
Male,Urban,High School,5L-10L,1,8,10737,More than 1,A,Platinum,63528
Male,Urban,High School,2L-5L,0,5,6253,More than 1,A,Silver,168276
Male,Urban,High School,2L-5L,1,5,5736,More than 1,A,Gold,95724
Female,Urban,Bachelor,5L-10L,1,6,6417,More than 1,A,Platinum,63048
Female,Urban,Bachelor,5L-10L,0,2,5358,More than 1,A,Platinum,323856
Male,Urban,Bachelor,5L-10L,0,6,6034,1,C,Silver,33216
Male,Urban,Bachelor,2L-5L,0,2,4470,1,A,Platinum,29844
Female,Urban,Bachelor,5L-10L,1,4,3851,1,A,Platinum,28788
Female,Urban,High School,5L-10L,0,6,0,1,A,Platinum,32568
Female,Urban,High School,5L-10L,0,7,9583,More than 1,C,Gold,120048
Male,Urban,Others,More than 10L,0,7,7296,More than 1,B,Platinum,101832
Male,Urban,High School,2L-5L,1,1,6302,More than 1,A,Platinum,64728
Male,Urban,Bachelor,2L-5L,1,6,6315,1,A,Silver,32688
Female,Urban,High School,5L-10L,0,2,3436,More than 1,A,Platinum,137376
Female,Urban,High School,2L-5L,0,6,6134,1,A,Gold,58164
Male,Urban,Bachelor,2L-5L,1,8,6121,More than 1,A,Silver,54156
Male,Urban,Bachelor,2L-5L,1,7,4120,More than 1,C,Platinum,64008
Male,Rural,High School,5L-10L,0,4,5065,More than 1,A,Silver,254496
Male,Urban,High School,5L-10L,1,6,3666,More than 1,A,Silver,64728
Female,Rural,High School,2L-5L,0,7,3180,More than 1,C,Silver,66336
Female,Rural,High School,5L-10L,0,5,2794,1,A,Platinum,49536
Female,Urban,High School,2L-5L,0,0,2107,More than 1,B,Platinum,61212
Male,Urban,Bachelor,5L-10L,1,7,4338,More than 1,A,Platinum,470196
Male,Rural,Bachelor,5L-10L,0,6,4091,More than 1,A,Platinum,65916
Male,Urban,High School,5L-10L,1,4,6259,More than 1,C,Platinum,536784
Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Gold,94944
Male,Rural,Bachelor,5L-10L,1,6,0,1,B,Gold,35784
Female,Urban,Bachelor,5L-10L,1,4,8706,More than 1,A,Gold,91632
Male,Urban,High School,2L-5L,1,5,7059,More than 1,A,Gold,258720
Female,Urban,Bachelor,5L-10L,1,3,2117,More than 1,A,Platinum,330456
Male,Rural,Bachelor,5L-10L,1,6,5107,1,C,Gold,31824
Male,Urban,High School,5L-10L,1,1,6616,More than 1,B,Platinum,237888
Female,Urban,Bachelor,2L-5L,0,1,5707,More than 1,A,Platinum,51792
Male,Urban,High School,5L-10L,1,7,10405,More than 1,B,Platinum,58560
Male,Rural,High School,5L-10L,1,6,0,More than 1,B,Platinum,67908
Male,Urban,High School,5L-10L,0,4,4329,More than 1,A,Platinum,74148
Female,Urban,Bachelor,2L-5L,1,3,4677,1,A,Silver,35724
Female,Urban,High School,5L-10L,1,5,3751,1,A,Platinum,63804
Female,Urban,High School,2L-5L,1,3,6895,More than 1,C,Silver,352836
Female,Urban,Others,2L-5L,0,0,2746,More than 1,A,Gold,99756
Male,Urban,Bachelor,5L-10L,1,5,3754,1,B,Gold,30996
Male,Urban,Bachelor,2L-5L,1,5,8778,More than 1,B,Gold,67176
Male,Urban,High School,More than 10L,1,6,3954,1,A,Gold,33300
Female,Urban,High School,5L-10L,0,4,3095,More than 1,B,Platinum,114192
Male,Rural,High School,5L-10L,1,7,0,More than 1,A,Platinum,67224
Male,Urban,Bachelor,2L-5L,0,4,8455,1,A,Gold,33060
Female,Rural,Bachelor,More than 10L,1,8,0,1,B,Gold,69480
Male,Rural,High School,5L-10L,0,0,0,1,A,Gold,29832
Female,Urban,High School,5L-10L,1,7,3695,More than 1,A,Gold,65952
Male,Urban,High School,5L-10L,1,2,8003,More than 1,A,Gold,95304
Female,Urban,Bachelor,5L-10L,1,0,3482,More than 1,A,Platinum,118488
Male,Rural,High School,More than 10L,0,5,0,1,A,Silver,35196
Male,Urban,High School,2L-5L,1,4,11123,More than 1,B,Silver,71928
Female,Rural,Bachelor,2L-5L,1,6,0,1,B,Platinum,53532
Male,Urban,Bachelor,5L-10L,0,6,10814,More than 1,A,Platinum,121716
Female,Urban,Others,<=2L,0,3,6264,More than 1,A,Gold,60264
Male,Urban,High School,5L-10L,1,2,5337,More than 1,B,Platinum,370920
Male,Rural,High School,5L-10L,0,2,9224,More than 1,A,Platinum,97044
Female,Urban,Bachelor,5L-10L,1,3,18421,More than 1,B,Gold,55188
Female,Rural,High School,5L-10L,1,7,0,1,A,Platinum,33264
Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Platinum,56676
Female,Urban,Bachelor,5L-10L,0,7,5908,1,A,Silver,64752
Female,Urban,Bachelor,2L-5L,1,6,6278,More than 1,B,Platinum,98628
Female,Urban,High School,2L-5L,1,7,4332,More than 1,B,Platinum,67248
Male,Rural,Bachelor,More than 10L,1,1,3954,1,C,Platinum,38208
Male,Urban,High School,5L-10L,1,4,4100,1,A,Silver,53952
Male,Urban,Bachelor,5L-10L,0,1,3739,1,C,Platinum,33984
Male,Rural,Bachelor,5L-10L,1,1,0,1,A,Platinum,37236
Male,Rural,Bachelor,More than 10L,0,4,0,1,A,Silver,47832
Male,Rural,Bachelor,5L-10L,1,7,5292,1,B,Platinum,65232
Male,Urban,High School,5L-10L,0,6,5825,1,A,Gold,32460
Male,Urban,Bachelor,5L-10L,0,8,4045,More than 1,B,Platinum,448332
Male,Urban,Bachelor,5L-10L,1,2,4025,1,A,Platinum,62352
Female,Rural,High School,5L-10L,0,1,6235,1,A,Gold,34200
Male,Urban,Bachelor,5L-10L,1,3,14128,More than 1,A,Gold,91848
Male,Urban,Bachelor,5L-10L,1,1,6178,1,A,Platinum,64656
Female,Urban,High School,More than 10L,0,6,4258,More than 1,A,Platinum,65328
Male,Urban,High School,More than 10L,0,2,7156,1,A,Platinum,66804
Male,Rural,High School,5L-10L,0,6,11323,More than 1,A,Gold,156396
Male,Urban,Bachelor,2L-5L,0,5,9584,More than 1,B,Platinum,112128
Male,Urban,High School,2L-5L,1,2,10223,More than 1,A,Gold,107412
Male,Urban,High School,5L-10L,1,6,4009,More than 1,A,Platinum,60276
Male,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Platinum,70776
Male,Rural,Bachelor,More than 10L,0,8,4181,More than 1,B,Silver,32976
Male,Urban,High School,More than 10L,1,2,10748,1,A,Silver,72816
Female,Rural,High School,More than 10L,0,8,4138,More than 1,B,Platinum,103428
Female,Urban,Bachelor,5L-10L,0,3,5109,More than 1,A,Platinum,92352
Female,Urban,High School,5L-10L,1,7,5885,More than 1,A,Platinum,332208
Male,Rural,Others,5L-10L,1,8,0,More than 1,B,Silver,70164
Male,Rural,Others,2L-5L,0,3,5667,More than 1,B,Platinum,168624
Female,Urban,Bachelor,5L-10L,1,5,3988,1,A,Platinum,62772
Male,Urban,Bachelor,5L-10L,0,3,3811,More than 1,B,Platinum,220056
Male,Urban,High School,5L-10L,1,8,0,1,A,Platinum,33744
Female,Rural,Bachelor,5L-10L,1,6,3059,More than 1,B,Silver,67860
Male,Urban,High School,5L-10L,1,2,3103,1,B,Gold,33936
Male,Urban,High School,5L-10L,1,4,6336,1,A,Platinum,65304
Female,Urban,High School,More than 10L,1,4,2621,1,B,Silver,56484
Female,Urban,High School,5L-10L,0,5,8713,1,A,Silver,31020
Female,Urban,High School,5L-10L,1,2,4531,1,B,Gold,43668
Female,Urban,High School,5L-10L,1,5,4181,More than 1,A,Gold,207756
Male,Rural,Bachelor,More than 10L,1,0,3031,More than 1,A,Platinum,47124
Female,Urban,High School,2L-5L,0,7,9517,More than 1,C,Platinum,392280
Female,Rural,Bachelor,5L-10L,0,6,0,More than 1,A,Platinum,72696
Female,Urban,Bachelor,5L-10L,0,4,0,More than 1,A,Platinum,93024
Female,Urban,Bachelor,5L-10L,1,4,5465,1,A,Platinum,32892
Male,Urban,High School,More than 10L,0,2,9579,More than 1,A,Platinum,68280
Male,Rural,Bachelor,More than 10L,1,6,0,More than 1,B,Silver,47760
Female,Urban,High School,5L-10L,0,7,6375,1,A,Platinum,31488
Male,Urban,High School,5L-10L,1,1,8697,More than 1,A,Platinum,65136
Male,Urban,High School,2L-5L,1,7,5330,1,A,Platinum,95592
Male,Urban,High School,2L-5L,1,1,6455,1,A,Gold,27648
Female,Urban,High School,5L-10L,1,4,4186,More than 1,B,Platinum,54948
Male,Urban,Bachelor,5L-10L,1,2,0,1,A,Platinum,31164
Male,Urban,High School,5L-10L,1,1,5046,1,A,Platinum,35232
Female,Rural,High School,2L-5L,0,4,5882,More than 1,A,Platinum,60216
Male,Urban,High School,5L-10L,0,4,6938,More than 1,A,Platinum,109752
Female,Urban,High School,2L-5L,0,6,6167,More than 1,A,Gold,183228
Female,Urban,Bachelor,2L-5L,0,6,0,More than 1,B,Platinum,67188
Male,Urban,Bachelor,2L-5L,1,3,2009,More than 1,B,Gold,70872
Female,Urban,Bachelor,5L-10L,0,6,3019,1,A,Gold,52212
Female,Urban,Bachelor,More than 10L,0,5,5812,More than 1,A,Platinum,96348
Female,Rural,Others,2L-5L,1,7,2407,1,B,Silver,37992
Male,Urban,High School,2L-5L,0,7,4107,1,C,Gold,51852
Female,Urban,High School,More than 10L,1,6,3478,More than 1,A,Gold,62592
Male,Urban,High School,2L-5L,1,8,3649,More than 1,B,Gold,84660
Male,Urban,High School,5L-10L,1,8,9894,More than 1,B,Silver,110484
Male,Urban,High School,2L-5L,1,6,2274,More than 1,A,Platinum,65748
Female,Urban,Bachelor,<=2L,1,1,5362,More than 1,B,Platinum,69732
Male,Urban,High School,5L-10L,1,6,4126,More than 1,A,Platinum,112212
Female,Urban,High School,More than 10L,1,5,0,1,A,Silver,38232
Female,Urban,High School,5L-10L,1,4,5793,More than 1,A,Platinum,62820
Male,Urban,Bachelor,2L-5L,1,5,6141,1,A,Platinum,31356
Female,Rural,High School,5L-10L,1,4,6076,1,A,Platinum,28776
Male,Urban,Bachelor,More than 10L,1,5,2118,More than 1,B,Silver,56676
Male,Urban,High School,2L-5L,1,3,4297,More than 1,A,Gold,98892
Male,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Platinum,59136
Female,Urban,High School,5L-10L,0,1,0,More than 1,A,Platinum,62700
Female,Urban,High School,5L-10L,1,5,9969,More than 1,A,Platinum,87276
Male,Urban,High School,More than 10L,1,5,6626,1,A,Silver,67020
Female,Rural,Bachelor,5L-10L,1,4,3421,More than 1,A,Platinum,108192
Male,Urban,High School,5L-10L,1,4,5917,1,A,Platinum,46956
Female,Urban,Bachelor,5L-10L,0,2,2378,More than 1,B,Platinum,209400
Male,Urban,High School,5L-10L,0,5,3890,More than 1,A,Gold,365988
Male,Urban,Bachelor,5L-10L,0,2,3331,More than 1,A,Platinum,326352
Female,Urban,Bachelor,<=2L,1,2,5569,1,B,Platinum,38256
Male,Rural,High School,5L-10L,0,3,4126,More than 1,A,Silver,203940
Female,Urban,Bachelor,5L-10L,1,1,2500,More than 1,A,Gold,66048
Female,Rural,Bachelor,5L-10L,0,6,0,1,B,Gold,60564
Female,Rural,High School,2L-5L,1,6,2565,1,B,Silver,98280
Male,Urban,High School,5L-10L,1,6,4171,1,A,Silver,40596
Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,110184
Female,Urban,Bachelor,5L-10L,1,4,6813,More than 1,A,Platinum,70404
Male,Rural,High School,More than 10L,0,1,4850,More than 1,C,Gold,62652
Female,Urban,Bachelor,2L-5L,1,7,4423,More than 1,A,Gold,64152
Female,Urban,High School,More than 10L,1,7,3975,More than 1,A,Platinum,96768
Male,Urban,Bachelor,5L-10L,1,8,6433,More than 1,C,Gold,400476
Female,Rural,High School,2L-5L,1,4,4085,More than 1,A,Platinum,233268
Female,Rural,High School,5L-10L,1,6,2400,More than 1,A,Silver,71352
Male,Rural,Bachelor,5L-10L,0,4,0,1,A,Silver,65928
Male,Urban,Bachelor,5L-10L,1,3,5161,More than 1,A,Gold,60540
Female,Rural,High School,5L-10L,0,8,0,More than 1,B,Platinum,70188
Male,Urban,Bachelor,5L-10L,1,6,2176,1,B,Gold,54288
Female,Rural,Bachelor,5L-10L,1,2,5295,More than 1,B,Gold,49080
Male,Urban,Bachelor,5L-10L,0,6,0,1,A,Platinum,62100
Female,Rural,High School,More than 10L,0,4,0,More than 1,C,Silver,64884
Female,Rural,High School,5L-10L,1,8,2223,1,A,Platinum,499212
Male,Rural,High School,5L-10L,1,7,0,More than 1,A,Gold,61464
Male,Urban,Bachelor,2L-5L,0,8,3932,More than 1,B,Gold,104256
Male,Urban,High School,5L-10L,1,4,5875,1,A,Platinum,83412
Female,Urban,High School,More than 10L,0,2,6160,More than 1,A,Gold,61152
Male,Urban,High School,2L-5L,1,6,9404,More than 1,A,Platinum,53952
Female,Urban,Bachelor,2L-5L,1,4,6188,1,A,Platinum,61332
Female,Urban,Bachelor,5L-10L,1,5,4399,More than 1,A,Platinum,118176
Male,Urban,High School,5L-10L,0,1,5651,More than 1,A,Platinum,107160
Female,Rural,High School,5L-10L,0,6,5846,1,A,Gold,32964
Female,Urban,High School,2L-5L,1,7,0,More than 1,A,Silver,59664
Female,Urban,High School,<=2L,0,4,0,More than 1,C,Silver,61788
Female,Rural,High School,More than 10L,1,8,2626,More than 1,A,Platinum,71184
Female,Urban,Bachelor,More than 10L,1,7,5782,More than 1,A,Gold,65184
Male,Rural,Bachelor,5L-10L,1,3,0,More than 1,B,Silver,106296
Male,Urban,High School,2L-5L,1,3,0,1,B,Silver,32196
Male,Rural,Bachelor,2L-5L,1,7,0,1,B,Silver,31428
Male,Urban,High School,5L-10L,0,0,6249,1,A,Gold,51744
Female,Urban,High School,More than 10L,1,1,7641,1,A,Platinum,30000
Female,Rural,Others,More than 10L,1,1,0,1,A,Platinum,63720
Male,Urban,High School,More than 10L,1,6,2665,1,A,Gold,62208
Female,Urban,Bachelor,More than 10L,0,8,0,More than 1,B,Platinum,63768
Female,Urban,High School,5L-10L,0,4,4070,1,A,Platinum,29916
Female,Urban,High School,2L-5L,0,7,2422,More than 1,B,Platinum,43596
Male,Urban,High School,More than 10L,0,5,3356,1,C,Platinum,37128
Female,Urban,Bachelor,2L-5L,1,3,5422,More than 1,A,Gold,69180
Male,Urban,Bachelor,5L-10L,1,2,0,More than 1,A,Platinum,59172
Female,Urban,Bachelor,2L-5L,0,2,8565,More than 1,B,Silver,63264
Male,Urban,Bachelor,5L-10L,0,6,3919,1,B,Platinum,49728
Female,Urban,High School,2L-5L,1,6,6390,More than 1,A,Platinum,60216
Female,Urban,Bachelor,5L-10L,0,5,5020,1,A,Gold,56112
Female,Rural,High School,5L-10L,1,3,0,1,A,Platinum,108996
Female,Urban,Bachelor,2L-5L,1,6,0,More than 1,B,Silver,70824
Male,Rural,Bachelor,5L-10L,0,6,0,1,A,Silver,68904
Male,Urban,Bachelor,5L-10L,1,4,0,1,C,Gold,71160
Male,Urban,High School,More than 10L,0,6,0,More than 1,C,Platinum,59208
Female,Rural,High School,5L-10L,1,8,3827,More than 1,B,Gold,114948
Male,Urban,High School,5L-10L,0,6,7593,More than 1,B,Silver,69576
Male,Rural,High School,5L-10L,1,4,0,1,A,Platinum,30192
Female,Urban,Bachelor,2L-5L,0,7,4071,More than 1,A,Platinum,289560
Male,Rural,Bachelor,More than 10L,0,5,0,More than 1,B,Silver,55692
Female,Urban,High School,5L-10L,0,6,6508,1,A,Silver,31476
Male,Urban,High School,5L-10L,1,7,5242,More than 1,A,Platinum,45468
Male,Rural,Bachelor,5L-10L,0,7,2725,More than 1,A,Platinum,68556
Female,Urban,Bachelor,2L-5L,1,7,0,1,B,Platinum,35328
Male,Rural,High School,5L-10L,0,4,5631,1,C,Platinum,33816
Female,Rural,High School,More than 10L,1,2,0,More than 1,B,Platinum,66864
Female,Urban,Bachelor,5L-10L,0,5,4639,More than 1,A,Gold,57996
Male,Rural,Others,5L-10L,1,0,2476,More than 1,B,Silver,66420
Male,Urban,High School,5L-10L,1,1,4386,More than 1,A,Silver,241908
Female,Urban,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,76908
Male,Urban,High School,More than 10L,1,7,4028,More than 1,C,Gold,33240
Male,Urban,High School,5L-10L,0,4,5016,More than 1,A,Platinum,91416
Male,Urban,High School,5L-10L,1,5,4047,More than 1,A,Gold,59940
Female,Urban,High School,5L-10L,1,5,6198,More than 1,A,Gold,75156
Female,Urban,High School,<=2L,1,5,5907,More than 1,B,Platinum,61908
Female,Urban,High School,5L-10L,0,1,8827,More than 1,A,Platinum,67320
Male,Urban,Bachelor,5L-10L,0,8,6154,1,A,Platinum,33168
Male,Urban,High School,2L-5L,0,4,7314,More than 1,A,Platinum,193032
Female,Urban,Bachelor,5L-10L,0,3,4541,More than 1,A,Platinum,557904
Male,Rural,Others,More than 10L,1,6,2715,1,A,Silver,38592
Female,Urban,High School,5L-10L,1,2,7289,More than 1,A,Platinum,118332
Male,Urban,High School,5L-10L,1,6,10999,More than 1,B,Platinum,68496
Male,Rural,High School,5L-10L,1,6,2332,1,A,Platinum,36012
Female,Rural,Bachelor,2L-5L,1,0,0,1,A,Platinum,33168
Male,Rural,Bachelor,5L-10L,0,8,8640,More than 1,A,Platinum,304236
Male,Urban,High School,<=2L,0,4,3807,More than 1,A,Platinum,93408
Female,Urban,High School,5L-10L,0,4,6577,1,C,Platinum,59460
Female,Urban,High School,More than 10L,1,2,6359,More than 1,A,Gold,104412
Male,Urban,Bachelor,5L-10L,1,7,4221,More than 1,A,Gold,108252
Female,Urban,Bachelor,5L-10L,1,6,10889,More than 1,A,Platinum,60024
Male,Urban,Bachelor,5L-10L,1,5,3164,More than 1,A,Silver,64392
Female,Urban,Bachelor,5L-10L,0,6,4395,More than 1,B,Platinum,60564
Female,Urban,Bachelor,More than 10L,1,6,3551,More than 1,A,Platinum,154260
Male,Rural,Bachelor,5L-10L,1,2,0,1,B,Platinum,36720
Male,Urban,Bachelor,5L-10L,0,5,10338,More than 1,A,Platinum,218400
Male,Rural,High School,5L-10L,1,4,0,More than 1,A,Platinum,75612
Female,Rural,High School,5L-10L,0,4,2522,1,B,Platinum,35232
Male,Urban,High School,5L-10L,0,3,5280,1,A,Gold,33420
Female,Urban,High School,5L-10L,1,5,0,More than 1,C,Silver,227160
Female,Rural,High School,5L-10L,1,5,0,1,B,Platinum,57264
Male,Rural,High School,5L-10L,1,7,0,1,B,Silver,32856
Female,Urban,High School,5L-10L,0,5,4900,1,A,Platinum,29136
Female,Urban,Bachelor,5L-10L,0,6,3833,More than 1,A,Platinum,156276
Male,Rural,High School,5L-10L,1,4,0,1,A,Platinum,59844
Male,Urban,High School,More than 10L,1,7,4211,More than 1,B,Gold,63372
Male,Rural,Others,More than 10L,0,0,4148,1,B,Platinum,50568
Male,Urban,High School,2L-5L,0,2,6157,1,A,Platinum,32412
Male,Urban,High School,2L-5L,1,7,13645,More than 1,A,Gold,48072
Male,Rural,High School,5L-10L,0,6,0,1,C,Platinum,30312
Male,Urban,Bachelor,5L-10L,1,6,4047,More than 1,A,Platinum,100752
Female,Urban,High School,5L-10L,1,6,0,1,C,Gold,37680
Male,Urban,Bachelor,5L-10L,1,5,0,1,A,Gold,46188
Male,Urban,Bachelor,5L-10L,1,4,3683,More than 1,A,Gold,91968
Female,Rural,Bachelor,More than 10L,0,6,6478,More than 1,A,Platinum,67272
Male,Rural,Bachelor,5L-10L,0,6,2444,1,B,Platinum,31620
Female,Urban,High School,2L-5L,1,2,3763,1,A,Platinum,59304
Male,Urban,High School,5L-10L,1,8,3607,More than 1,A,Platinum,98988
Male,Rural,High School,5L-10L,1,5,0,1,A,Platinum,36912
Male,Urban,High School,2L-5L,1,8,6744,More than 1,B,Platinum,66588
Male,Urban,High School,2L-5L,1,1,8568,1,A,Gold,38712
Male,Rural,High School,5L-10L,1,6,0,1,B,Platinum,46776
Male,Rural,High School,5L-10L,1,2,0,1,C,Gold,199788
Male,Rural,Bachelor,5L-10L,1,4,3111,1,A,Platinum,51840
Male,Rural,Bachelor,5L-10L,1,7,4026,More than 1,A,Silver,63912
Female,Urban,High School,2L-5L,1,6,5403,More than 1,B,Platinum,60768
Male,Urban,High School,2L-5L,0,2,4377,1,A,Platinum,45240
Male,Urban,High School,2L-5L,1,8,3689,1,A,Silver,34656
Male,Urban,Bachelor,5L-10L,1,5,3836,More than 1,A,Platinum,64680
Male,Urban,Bachelor,5L-10L,1,1,2992,1,B,Silver,36780
Male,Urban,Bachelor,5L-10L,0,5,8436,More than 1,A,Platinum,96924
Male,Urban,High School,5L-10L,1,7,8216,More than 1,A,Platinum,67560
Female,Urban,Bachelor,2L-5L,1,5,4424,More than 1,A,Gold,48828
Female,Urban,Bachelor,More than 10L,1,4,5909,1,A,Gold,67692
Female,Urban,High School,5L-10L,1,8,3770,1,A,Gold,75060
Male,Urban,Bachelor,2L-5L,0,6,6021,1,B,Silver,31896
Male,Urban,Bachelor,5L-10L,1,2,7836,More than 1,A,Platinum,105648
Male,Urban,High School,5L-10L,1,6,2076,1,A,Gold,38568
Female,Rural,High School,More than 10L,1,5,2370,More than 1,B,Silver,60216
Female,Urban,Bachelor,5L-10L,1,8,3963,1,B,Silver,32448
Female,Rural,Others,5L-10L,0,1,0,1,A,Platinum,64932
Male,Rural,Bachelor,5L-10L,1,4,3451,1,B,Silver,37068
Female,Rural,Bachelor,5L-10L,1,3,3538,1,B,Platinum,29292
Male,Urban,High School,2L-5L,1,6,4373,More than 1,A,Silver,62148
Male,Urban,Bachelor,5L-10L,0,5,5395,1,C,Gold,97632
Male,Rural,High School,5L-10L,1,1,0,1,A,Silver,38004
Male,Urban,Bachelor,5L-10L,0,5,16812,1,A,Platinum,30468
