gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Rural,High School,5L-10L,0,4,0,1,A,Gold,32904
Male,Urban,High School,<=2L,1,4,5439,1,A,Silver,33564
Male,Urban,High School,5L-10L,0,6,6177,1,A,Platinum,30312
Male,Rural,Bachelor,5L-10L,0,5,2793,1,A,Platinum,35388
Male,Urban,High School,5L-10L,1,6,2454,More than 1,B,Platinum,67044
Male,Urban,High School,5L-10L,0,5,0,1,A,Platinum,28452
Female,Urban,High School,More than 10L,0,6,20428,1,A,Gold,64368
Female,Urban,Bachelor,More than 10L,1,2,3565,More than 1,A,Gold,61332
Female,Rural,High School,5L-10L,1,4,5231,More than 1,B,Platinum,63792
Male,Urban,High School,5L-10L,1,6,3927,1,B,Gold,48936
Male,Rural,High School,More than 10L,0,1,0,1,B,Platinum,75960
Female,Rural,Bachelor,More than 10L,1,5,4075,More than 1,B,Silver,71916
Male,Urban,High School,5L-10L,0,3,2110,1,A,Platinum,71136
Female,Urban,High School,2L-5L,0,8,3640,More than 1,B,Platinum,60828
Male,Urban,High School,5L-10L,0,8,6217,More than 1,A,Platinum,64176
Male,Urban,High School,More than 10L,0,3,0,More than 1,A,Platinum,104592
Female,Urban,High School,2L-5L,1,8,4055,1,A,Gold,36660
Female,Urban,Bachelor,5L-10L,0,2,5860,More than 1,A,Platinum,105684
Male,Urban,Bachelor,More than 10L,1,4,0,1,A,Silver,33168
Female,Urban,High School,5L-10L,0,1,6919,1,A,Gold,34884
Female,Urban,High School,<=2L,1,6,4695,1,B,Platinum,28332
Female,Urban,Bachelor,2L-5L,0,2,3947,More than 1,A,Platinum,68256
Female,Urban,Bachelor,5L-10L,0,2,6719,More than 1,A,Platinum,65160
Male,Rural,High School,2L-5L,0,6,5140,More than 1,B,Gold,101400
Female,Urban,High School,5L-10L,1,2,3827,More than 1,A,Gold,68916
Male,Urban,Bachelor,2L-5L,0,1,6639,More than 1,A,Platinum,165372
Male,Urban,High School,More than 10L,1,8,0,More than 1,B,Silver,76680
Female,Urban,High School,5L-10L,0,0,5266,More than 1,A,Gold,245088
Female,Urban,High School,More than 10L,0,0,2513,More than 1,A,Platinum,194940
Male,Urban,High School,5L-10L,0,4,4203,More than 1,C,Platinum,98460
Female,Urban,High School,5L-10L,1,3,5613,1,A,Gold,38400
Male,Urban,Bachelor,More than 10L,0,8,0,More than 1,B,Gold,409224
Female,Urban,Bachelor,5L-10L,0,6,11281,More than 1,A,Silver,140460
Female,Rural,High School,5L-10L,1,1,0,1,B,Platinum,33072
Female,Urban,Bachelor,More than 10L,1,5,3745,More than 1,A,Silver,112260
Female,Urban,Bachelor,5L-10L,0,4,12097,More than 1,A,Silver,100680
Female,Urban,Bachelor,More than 10L,1,4,3730,More than 1,A,Silver,64620
Male,Urban,High School,More than 10L,0,8,13213,More than 1,B,Platinum,80772
Female,Urban,Bachelor,5L-10L,0,5,8066,More than 1,A,Gold,61752
Female,Urban,Bachelor,2L-5L,0,2,6637,1,A,Silver,32736
Female,Urban,Bachelor,5L-10L,1,2,0,More than 1,A,Platinum,299556
Male,Urban,Bachelor,5L-10L,1,1,0,1,C,Platinum,34200
Female,Rural,Bachelor,5L-10L,1,1,2024,1,A,Gold,49632
Male,Rural,Others,5L-10L,1,6,0,1,A,Silver,49488
Male,Urban,Bachelor,2L-5L,1,7,6867,More than 1,C,Gold,70764
Male,Urban,Bachelor,2L-5L,0,7,8743,More than 1,B,Platinum,68484
Female,Rural,Bachelor,More than 10L,0,0,0,More than 1,C,Silver,128736
Male,Urban,High School,5L-10L,1,5,0,More than 1,A,Platinum,67008
Female,Urban,High School,More than 10L,0,7,0,More than 1,A,Silver,196764
Female,Rural,High School,2L-5L,1,7,2405,More than 1,B,Silver,81288
Female,Rural,High School,5L-10L,0,6,0,More than 1,A,Platinum,84396
Female,Rural,High School,5L-10L,0,6,9174,1,B,Platinum,100068
Male,Urban,High School,5L-10L,0,5,4274,More than 1,C,Gold,451860
Female,Rural,High School,5L-10L,1,4,3242,1,A,Platinum,37812
Female,Rural,High School,2L-5L,0,5,2212,1,B,Platinum,35064
Male,Rural,Bachelor,5L-10L,0,3,2234,1,A,Silver,64152
Female,Urban,High School,5L-10L,1,8,4243,More than 1,A,Gold,81492
Female,Rural,Bachelor,5L-10L,1,0,2470,1,C,Gold,68412
Male,Urban,Bachelor,More than 10L,1,4,6284,More than 1,C,Gold,259188
Male,Urban,High School,More than 10L,1,1,5379,More than 1,A,Platinum,64368
Male,Urban,Bachelor,5L-10L,1,2,6976,More than 1,A,Platinum,52968
Female,Urban,Bachelor,5L-10L,0,3,3261,More than 1,A,Platinum,65796
Male,Urban,Bachelor,5L-10L,0,7,4308,More than 1,A,Platinum,64560
Female,Rural,Others,5L-10L,1,3,5365,More than 1,A,Gold,46380
Female,Rural,High School,5L-10L,0,8,4696,More than 1,A,Silver,62052
Female,Urban,Bachelor,2L-5L,1,1,3964,More than 1,A,Platinum,35688
Male,Urban,Bachelor,5L-10L,1,7,3837,More than 1,C,Platinum,148788
Female,Urban,High School,More than 10L,1,8,3227,More than 1,B,Platinum,68532
Male,Urban,Bachelor,5L-10L,0,8,2253,1,A,Platinum,66648
Male,Rural,Bachelor,5L-10L,1,1,8554,More than 1,C,Silver,60552
Female,Rural,Bachelor,5L-10L,1,5,2826,1,A,Silver,33264
Male,Urban,High School,2L-5L,0,7,4277,1,A,Platinum,31500
Male,Rural,High School,2L-5L,1,8,0,More than 1,C,Silver,66816
Male,Rural,High School,5L-10L,1,3,0,More than 1,A,Platinum,66768
Male,Urban,Bachelor,5L-10L,1,5,3195,More than 1,C,Platinum,389940
Female,Rural,Others,5L-10L,0,1,0,More than 1,A,Silver,269616
Female,Urban,High School,5L-10L,0,3,6515,1,B,Platinum,37032
Female,Rural,Bachelor,2L-5L,1,2,0,1,A,Gold,54960
Male,Rural,Bachelor,More than 10L,0,7,5105,1,C,Platinum,45216
Male,Urban,High School,2L-5L,0,5,0,More than 1,B,Gold,232464
Female,Rural,High School,More than 10L,1,4,2768,More than 1,B,Platinum,33744
Male,Urban,Bachelor,5L-10L,0,4,14016,More than 1,A,Platinum,60024
Female,Rural,High School,More than 10L,1,7,0,More than 1,A,Platinum,61164
Male,Urban,Bachelor,5L-10L,1,6,2214,More than 1,A,Platinum,99696
Male,Rural,Bachelor,5L-10L,1,7,2699,1,A,Platinum,35676
Female,Urban,Bachelor,5L-10L,1,1,7762,More than 1,C,Gold,159588
Female,Rural,Bachelor,5L-10L,1,1,0,1,A,Silver,63012
Female,Urban,Bachelor,2L-5L,0,6,6406,More than 1,B,Silver,237348
Female,Urban,Bachelor,2L-5L,0,4,5014,More than 1,A,Platinum,100980
Male,Urban,High School,2L-5L,0,5,3791,More than 1,C,Silver,66336
Male,Urban,High School,5L-10L,1,7,9019,More than 1,A,Platinum,108408
Female,Urban,Bachelor,5L-10L,0,6,4073,More than 1,A,Platinum,58464
Female,Rural,High School,5L-10L,1,7,2942,More than 1,C,Platinum,226140
Female,Urban,High School,2L-5L,1,5,5780,1,A,Platinum,59880
Male,Urban,High School,5L-10L,1,2,5751,More than 1,A,Gold,97872
Male,Urban,High School,5L-10L,0,5,4098,More than 1,A,Gold,65280
Female,Urban,Bachelor,5L-10L,1,1,5405,1,A,Platinum,30996
Female,Rural,High School,2L-5L,1,4,4304,More than 1,C,Platinum,63528
Male,Rural,High School,5L-10L,1,8,2336,More than 1,B,Gold,65532
Male,Urban,Bachelor,2L-5L,1,7,11402,More than 1,C,Platinum,440364
Male,Rural,Bachelor,More than 10L,1,3,2249,More than 1,A,Gold,93720
Male,Rural,Bachelor,5L-10L,1,5,0,1,A,Platinum,69612
Female,Rural,High School,5L-10L,0,3,3882,More than 1,A,Platinum,69528
Female,Urban,High School,5L-10L,1,5,2225,More than 1,C,Platinum,69108
Male,Rural,High School,5L-10L,1,6,0,More than 1,C,Platinum,53460
Male,Urban,High School,5L-10L,1,6,12300,More than 1,A,Gold,97620
Male,Rural,Bachelor,5L-10L,0,7,3754,More than 1,B,Platinum,62856
Female,Urban,High School,2L-5L,0,6,7456,More than 1,A,Silver,72996
Female,Urban,Bachelor,More than 10L,1,8,0,More than 1,A,Platinum,106212
Female,Urban,High School,5L-10L,1,3,3933,More than 1,A,Platinum,49512
Male,Rural,Bachelor,2L-5L,0,7,0,More than 1,B,Platinum,65892
Female,Rural,Bachelor,5L-10L,0,2,0,1,C,Silver,34164
Male,Urban,High School,2L-5L,1,6,6573,More than 1,A,Platinum,69360
Female,Urban,High School,<=2L,1,7,5406,More than 1,A,Silver,66732
Female,Urban,High School,5L-10L,1,7,6525,1,B,Silver,190956
Female,Urban,High School,5L-10L,1,5,6893,More than 1,A,Platinum,110544
Male,Urban,High School,5L-10L,1,2,4814,1,A,Platinum,52932
Male,Rural,Bachelor,5L-10L,0,7,2723,1,A,Platinum,36012
Male,Urban,Bachelor,2L-5L,1,6,3103,More than 1,A,Platinum,101700
Male,Rural,High School,5L-10L,1,7,2140,1,B,Silver,32664
Male,Urban,High School,5L-10L,0,4,4123,More than 1,A,Silver,486096
Male,Urban,High School,5L-10L,0,1,2834,More than 1,B,Silver,49332
Female,Urban,Bachelor,5L-10L,0,5,5458,More than 1,A,Platinum,132840
Female,Rural,Bachelor,5L-10L,1,0,0,More than 1,B,Gold,61800
Male,Urban,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,99528
Male,Rural,High School,More than 10L,0,2,2532,More than 1,A,Gold,30372
Male,Urban,High School,5L-10L,0,2,5309,1,A,Silver,29472
Female,Urban,Bachelor,5L-10L,1,3,5961,More than 1,A,Gold,62724
Male,Urban,High School,More than 10L,1,7,6258,1,A,Gold,56544
Female,Urban,Bachelor,5L-10L,1,7,2529,More than 1,A,Gold,72996
Male,Urban,High School,5L-10L,0,8,3931,1,A,Silver,62256
Male,Rural,Bachelor,5L-10L,0,8,6420,More than 1,B,Platinum,106908
Female,Urban,High School,5L-10L,1,4,5882,More than 1,A,Platinum,68772
Female,Urban,High School,5L-10L,0,2,5466,1,A,Platinum,30852
Male,Urban,Bachelor,5L-10L,1,4,4200,More than 1,A,Platinum,105972
Female,Urban,High School,5L-10L,0,1,5711,More than 1,A,Gold,107184
Male,Urban,High School,5L-10L,0,6,6919,More than 1,A,Platinum,71304
Female,Urban,High School,5L-10L,0,3,5977,More than 1,B,Gold,60108
Male,Urban,High School,More than 10L,1,1,2884,1,A,Platinum,37872
Male,Urban,Bachelor,More than 10L,0,5,4379,More than 1,A,Platinum,63900
Male,Urban,Bachelor,More than 10L,0,1,0,1,B,Silver,67284
Male,Rural,High School,5L-10L,1,4,0,1,A,Silver,35712
Female,Urban,High School,5L-10L,0,3,10520,More than 1,A,Platinum,61944
Female,Urban,High School,2L-5L,1,1,4779,More than 1,C,Gold,58212
Male,Rural,Bachelor,5L-10L,1,7,3969,1,B,Silver,50100
Female,Urban,Others,5L-10L,1,7,9259,More than 1,A,Platinum,64044
Male,Rural,Bachelor,More than 10L,0,6,0,1,B,Platinum,31044
Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,B,Gold,29436
Female,Urban,High School,More than 10L,0,7,5194,1,A,Platinum,85884
Male,Urban,High School,5L-10L,1,7,4276,1,A,Gold,34896
Male,Urban,Others,<=2L,1,7,9449,More than 1,A,Gold,62160
Female,Rural,Bachelor,More than 10L,1,4,4020,More than 1,C,Gold,116712
Female,Rural,High School,5L-10L,1,3,2464,More than 1,A,Silver,66144
Female,Urban,Bachelor,5L-10L,0,6,3682,More than 1,B,Platinum,59712
Male,Urban,High School,5L-10L,1,7,4139,1,B,Platinum,41976
Female,Rural,Others,More than 10L,1,8,0,More than 1,B,Platinum,62124
Female,Urban,High School,More than 10L,1,7,10038,More than 1,A,Platinum,59556
Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Silver,67596
Female,Rural,High School,More than 10L,1,5,0,1,B,Platinum,60864
Female,Urban,High School,5L-10L,1,3,6477,1,A,Platinum,49932
Male,Rural,Bachelor,2L-5L,0,5,5629,More than 1,A,Silver,60456
Male,Urban,Bachelor,5L-10L,1,7,4119,More than 1,A,Platinum,101664
Female,Urban,Bachelor,2L-5L,1,4,0,More than 1,C,Platinum,66528
Male,Urban,Bachelor,5L-10L,1,3,8375,More than 1,A,Platinum,97644
Male,Urban,High School,5L-10L,1,8,8654,More than 1,A,Gold,70872
Female,Urban,Bachelor,5L-10L,1,7,5904,More than 1,A,Platinum,227112
Male,Urban,High School,2L-5L,1,7,4252,More than 1,B,Platinum,85524
Female,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Platinum,67812
Female,Urban,High School,2L-5L,1,0,5357,More than 1,A,Platinum,75696
Female,Urban,Bachelor,5L-10L,0,4,3700,1,A,Platinum,88140
Female,Urban,High School,5L-10L,1,3,3837,More than 1,A,Gold,72240
Male,Urban,High School,5L-10L,0,7,15245,More than 1,B,Silver,488976
Male,Rural,High School,5L-10L,1,2,0,1,C,Platinum,35064
Female,Rural,High School,5L-10L,0,6,2335,More than 1,A,Platinum,101904
Male,Urban,High School,More than 10L,0,3,3965,More than 1,C,Platinum,66408
Male,Urban,High School,2L-5L,0,6,6147,1,C,Platinum,50316
Male,Urban,High School,5L-10L,0,8,4272,More than 1,C,Platinum,50556
Male,Urban,High School,5L-10L,1,8,6167,More than 1,A,Platinum,99180
Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,104364
Male,Urban,High School,2L-5L,0,6,3993,More than 1,C,Silver,450180
Male,Urban,High School,2L-5L,0,7,4203,More than 1,B,Platinum,412920
Male,Rural,Bachelor,5L-10L,0,4,0,1,B,Silver,30696
Female,Urban,Bachelor,5L-10L,1,5,4210,More than 1,B,Silver,33984
Male,Urban,High School,2L-5L,0,4,3728,More than 1,B,Silver,59988
Female,Rural,Bachelor,More than 10L,1,0,0,More than 1,A,Gold,106260
Female,Urban,Bachelor,2L-5L,0,3,5979,More than 1,A,Silver,411372
Male,Urban,High School,<=2L,1,6,5882,More than 1,C,Gold,168984
Female,Urban,High School,5L-10L,0,6,10338,More than 1,B,Gold,64272
Male,Urban,Bachelor,5L-10L,0,4,7642,More than 1,B,Silver,326796
Male,Rural,Bachelor,5L-10L,0,1,2479,More than 1,B,Platinum,62784
Female,Urban,High School,2L-5L,0,1,7231,More than 1,A,Platinum,289104
Male,Rural,High School,More than 10L,0,6,10100,More than 1,A,Silver,123420
Female,Urban,Bachelor,5L-10L,1,1,0,More than 1,B,Gold,64056
Male,Urban,High School,5L-10L,1,7,3892,More than 1,C,Platinum,275712
Female,Urban,High School,2L-5L,1,7,2166,More than 1,A,Platinum,67728
Female,Urban,High School,2L-5L,1,5,6705,More than 1,A,Silver,196488
Male,Urban,Others,2L-5L,0,7,3783,More than 1,B,Silver,36744
Male,Urban,High School,5L-10L,0,8,4001,More than 1,A,Silver,59640
Female,Rural,Bachelor,5L-10L,0,6,2486,1,B,Platinum,32424
Male,Rural,Bachelor,5L-10L,0,5,3458,1,A,Platinum,61044
Female,Urban,Bachelor,More than 10L,0,5,8783,More than 1,A,Platinum,211800
Female,Rural,High School,5L-10L,1,8,0,More than 1,A,Platinum,70704
Male,Urban,Bachelor,5L-10L,1,5,10282,More than 1,A,Platinum,101712
Male,Urban,High School,5L-10L,0,5,6545,More than 1,A,Gold,67164
Female,Urban,Bachelor,5L-10L,1,6,3144,More than 1,A,Platinum,49488
Female,Urban,Bachelor,5L-10L,0,4,2322,More than 1,B,Gold,69840
Male,Urban,High School,5L-10L,0,8,16948,More than 1,A,Platinum,58920
Male,Urban,High School,5L-10L,1,4,6491,1,A,Silver,55056
Male,Rural,High School,5L-10L,1,2,9453,More than 1,C,Gold,62952
Female,Rural,High School,5L-10L,1,6,2387,1,A,Platinum,65628
Male,Rural,High School,5L-10L,1,7,2071,More than 1,B,Platinum,33828
Female,Rural,Others,5L-10L,0,4,3921,More than 1,B,Silver,91668
Female,Urban,Bachelor,More than 10L,0,5,5448,1,A,Platinum,42948
Female,Rural,Bachelor,5L-10L,0,3,3124,More than 1,B,Platinum,65124
Male,Rural,High School,5L-10L,1,7,8223,More than 1,C,Platinum,218208
Female,Urban,High School,5L-10L,0,2,4838,1,C,Platinum,28152
Female,Urban,High School,5L-10L,1,6,2466,1,A,Gold,58296
Female,Urban,High School,5L-10L,1,7,2437,1,B,Gold,50784
Male,Urban,Bachelor,5L-10L,1,6,0,1,C,Gold,64140
Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,B,Platinum,66696
Male,Urban,Bachelor,5L-10L,1,5,5662,More than 1,A,Platinum,374856
Male,Urban,High School,5L-10L,0,6,3962,More than 1,C,Platinum,94836
Female,Urban,Bachelor,5L-10L,0,8,3426,More than 1,A,Platinum,184248
Male,Urban,Bachelor,5L-10L,0,0,7902,More than 1,A,Platinum,56160
Female,Urban,High School,More than 10L,1,6,6208,1,A,Silver,35700
Female,Urban,Bachelor,5L-10L,0,3,3623,More than 1,A,Gold,97620
Male,Rural,High School,5L-10L,1,7,3423,More than 1,A,Gold,190020
Male,Rural,Others,5L-10L,1,6,0,More than 1,C,Platinum,167736
Female,Rural,High School,More than 10L,0,7,0,More than 1,B,Platinum,55800
Male,Urban,Bachelor,5L-10L,1,1,2628,More than 1,C,Gold,91896
Female,Urban,Bachelor,5L-10L,1,3,3218,1,A,Gold,49620
Female,Urban,Bachelor,5L-10L,0,7,4651,More than 1,A,Platinum,341496
Male,Urban,Bachelor,2L-5L,1,1,6747,1,A,Gold,35328
Female,Urban,Bachelor,2L-5L,1,1,3034,1,A,Platinum,30108
Female,Rural,High School,5L-10L,1,8,2678,More than 1,B,Silver,69084
Male,Rural,Bachelor,More than 10L,1,5,2738,1,B,Silver,69660
Male,Urban,Bachelor,5L-10L,0,1,6080,More than 1,A,Platinum,67200
Male,Urban,High School,5L-10L,1,6,0,More than 1,A,Platinum,131796
Male,Urban,Bachelor,2L-5L,1,2,5939,More than 1,A,Silver,62388
Male,Urban,High School,5L-10L,1,4,3711,More than 1,A,Gold,139488
Male,Urban,High School,<=2L,1,1,4004,More than 1,A,Platinum,168480
Male,Rural,Bachelor,2L-5L,1,2,6483,More than 1,B,Platinum,60552
Male,Urban,Bachelor,<=2L,0,6,4076,More than 1,A,Platinum,64152
Male,Urban,Bachelor,5L-10L,1,6,6368,More than 1,C,Gold,150636
Male,Urban,Bachelor,5L-10L,1,4,6711,More than 1,A,Platinum,69300
Female,Urban,Bachelor,2L-5L,1,5,3392,More than 1,B,Platinum,66228
Male,Rural,High School,2L-5L,1,4,3415,More than 1,B,Silver,74952
Male,Rural,High School,5L-10L,0,3,0,More than 1,B,Platinum,33996
Male,Urban,High School,5L-10L,1,3,3809,1,A,Silver,64044
Female,Rural,High School,5L-10L,1,1,2261,More than 1,A,Platinum,66432
Male,Urban,High School,5L-10L,1,6,0,1,B,Platinum,29376
Female,Urban,Others,5L-10L,1,2,5509,More than 1,A,Silver,308580
Female,Urban,Bachelor,5L-10L,0,7,9217,More than 1,A,Silver,72876
Male,Urban,High School,5L-10L,1,5,16982,More than 1,B,Platinum,74652
Male,Urban,High School,More than 10L,0,0,0,More than 1,A,Platinum,77688
Female,Urban,Bachelor,5L-10L,0,4,14995,More than 1,A,Platinum,283188
Male,Urban,Bachelor,5L-10L,0,8,8565,More than 1,B,Platinum,326100
Male,Rural,Bachelor,5L-10L,1,4,0,1,A,Platinum,51576
Male,Urban,Bachelor,5L-10L,0,0,6708,More than 1,A,Platinum,273576
Male,Urban,High School,2L-5L,1,6,7620,More than 1,A,Gold,501504
Male,Urban,High School,<=2L,1,6,7821,More than 1,C,Platinum,66072
Female,Rural,High School,More than 10L,0,2,0,More than 1,B,Platinum,37452
Male,Urban,Bachelor,5L-10L,1,5,5001,1,A,Gold,29220
Male,Rural,High School,5L-10L,1,6,0,1,C,Platinum,35028
Female,Urban,Bachelor,5L-10L,1,7,3765,More than 1,A,Silver,65400
Male,Urban,High School,More than 10L,1,2,5900,More than 1,A,Platinum,114276
Male,Rural,Bachelor,5L-10L,1,5,0,1,C,Platinum,30900
Female,Urban,Bachelor,2L-5L,1,6,6176,More than 1,A,Platinum,566736
Male,Urban,High School,5L-10L,1,8,9683,More than 1,A,Platinum,65088
Male,Urban,High School,More than 10L,1,7,7231,More than 1,C,Platinum,90900
Female,Urban,High School,5L-10L,0,6,10198,More than 1,B,Platinum,242508
Male,Rural,High School,More than 10L,1,1,2169,1,C,Gold,37248
Male,Rural,Bachelor,5L-10L,0,5,0,1,A,Silver,32424
Male,Urban,High School,2L-5L,1,5,6789,1,B,Silver,80532
Male,Urban,Bachelor,More than 10L,1,2,0,More than 1,B,Platinum,103488
Male,Rural,Bachelor,5L-10L,0,4,0,1,B,Silver,64260
Female,Rural,Bachelor,5L-10L,1,6,3013,More than 1,A,Platinum,463320
Male,Rural,Bachelor,2L-5L,0,6,4400,1,C,Platinum,29508
Female,Urban,Bachelor,5L-10L,1,2,0,More than 1,C,Platinum,71400
Male,Urban,Bachelor,2L-5L,1,1,7800,More than 1,B,Gold,493224
Female,Rural,High School,2L-5L,0,6,0,More than 1,A,Platinum,180552
Female,Urban,High School,2L-5L,1,2,6371,More than 1,A,Platinum,101628
Male,Rural,Others,5L-10L,1,1,3352,1,A,Platinum,31140
Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Silver,50532
Female,Rural,High School,More than 10L,1,2,2143,1,A,Platinum,33036
Female,Urban,Bachelor,2L-5L,0,6,5364,More than 1,A,Platinum,213300
Male,Urban,High School,2L-5L,1,3,3711,More than 1,B,Gold,57720
Male,Urban,High School,5L-10L,0,7,6477,More than 1,A,Platinum,386508
Female,Urban,Bachelor,More than 10L,0,3,7203,More than 1,A,Platinum,178272
Male,Urban,High School,2L-5L,1,7,6268,More than 1,C,Platinum,65580
Female,Urban,High School,More than 10L,1,6,3382,More than 1,A,Gold,63744
Male,Urban,Bachelor,5L-10L,1,2,3600,More than 1,A,Platinum,152568
Female,Urban,High School,5L-10L,1,4,13322,More than 1,A,Platinum,125388
Male,Urban,Bachelor,5L-10L,1,6,3942,More than 1,A,Gold,67404
Female,Rural,Bachelor,5L-10L,0,7,3696,1,B,Platinum,58668
Female,Urban,Bachelor,5L-10L,0,1,4568,1,A,Gold,35148
Male,Urban,High School,5L-10L,1,3,3350,More than 1,C,Gold,108924
Female,Urban,Bachelor,More than 10L,1,6,5158,1,A,Platinum,40032
Female,Rural,Bachelor,5L-10L,0,5,2237,More than 1,A,Gold,60840
Male,Urban,Bachelor,2L-5L,1,3,5163,More than 1,A,Platinum,340824
Female,Rural,Bachelor,5L-10L,0,1,0,More than 1,A,Platinum,61512
Female,Rural,Bachelor,5L-10L,1,6,2781,More than 1,A,Silver,65712
Female,Urban,High School,<=2L,1,3,3436,More than 1,A,Platinum,67104
Male,Urban,Bachelor,<=2L,1,7,5308,1,A,Silver,51300
Female,Urban,High School,2L-5L,0,8,4300,More than 1,B,Platinum,70296
Male,Urban,Bachelor,5L-10L,0,2,6211,1,A,Platinum,34224
Male,Urban,Bachelor,5L-10L,1,2,0,More than 1,A,Platinum,48792
Male,Rural,Bachelor,More than 10L,0,0,0,More than 1,A,Platinum,104316
Female,Urban,High School,More than 10L,1,7,6485,1,C,Platinum,102372
Female,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Gold,34248
Female,Rural,High School,More than 10L,1,8,0,More than 1,B,Platinum,68040
Female,Rural,Bachelor,5L-10L,1,5,3746,More than 1,A,Platinum,101220
Female,Urban,High School,5L-10L,0,7,4452,More than 1,C,Platinum,142092
Male,Urban,Bachelor,5L-10L,0,7,6730,More than 1,B,Gold,108408
Female,Urban,Bachelor,5L-10L,1,2,5388,1,A,Gold,31104
Female,Urban,High School,2L-5L,0,2,9619,More than 1,A,Silver,176268
Male,Urban,Bachelor,5L-10L,1,5,4033,1,C,Platinum,45084
Female,Urban,High School,5L-10L,1,6,3351,More than 1,A,Platinum,63432
Female,Urban,High School,5L-10L,1,6,0,More than 1,A,Gold,105060
Female,Urban,Bachelor,5L-10L,1,4,2253,More than 1,A,Platinum,408444
Female,Urban,Bachelor,5L-10L,1,7,0,More than 1,A,Gold,65616
Male,Urban,Bachelor,2L-5L,1,6,6994,More than 1,A,Gold,63624
Female,Urban,High School,2L-5L,1,7,5920,More than 1,A,Gold,107472
Female,Rural,High School,More than 10L,0,2,7852,More than 1,A,Platinum,329496
Female,Urban,High School,5L-10L,1,1,3699,More than 1,B,Platinum,64248
Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Platinum,32568
Male,Urban,Others,5L-10L,1,6,5641,More than 1,C,Silver,105816
Female,Rural,High School,5L-10L,1,4,6053,More than 1,A,Platinum,94020
Male,Rural,Bachelor,More than 10L,0,8,2272,More than 1,B,Platinum,62412
Female,Urban,High School,5L-10L,0,7,6269,More than 1,A,Gold,94692
Male,Urban,High School,5L-10L,0,5,0,1,A,Platinum,30672
Female,Urban,High School,5L-10L,0,7,6443,More than 1,A,Platinum,103128
Female,Urban,Bachelor,2L-5L,0,4,5935,1,A,Silver,33072
Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,A,Platinum,108468
Male,Rural,Bachelor,2L-5L,0,2,3127,More than 1,B,Platinum,66684
Male,Urban,Bachelor,2L-5L,1,4,6988,More than 1,A,Platinum,60888
Male,Urban,Bachelor,5L-10L,1,5,0,1,A,Platinum,37224
Female,Urban,High School,2L-5L,0,2,6107,More than 1,B,Gold,139224
Female,Urban,High School,5L-10L,0,6,5327,More than 1,B,Silver,68040
Female,Urban,Bachelor,5L-10L,1,6,3477,More than 1,B,Silver,108168
Male,Urban,Others,5L-10L,1,6,5870,More than 1,C,Silver,55332
Female,Urban,High School,2L-5L,0,5,6158,1,A,Platinum,48156
Female,Urban,High School,5L-10L,0,0,6637,More than 1,A,Silver,105972
Female,Urban,High School,5L-10L,0,6,3916,1,A,Platinum,60276
Female,Urban,High School,2L-5L,0,6,2774,More than 1,B,Platinum,85932
Female,Urban,Bachelor,2L-5L,0,1,6617,1,A,Gold,58308
Male,Urban,Bachelor,2L-5L,0,3,9170,More than 1,A,Platinum,63768
Male,Rural,Bachelor,More than 10L,1,5,0,More than 1,A,Gold,56304
Male,Urban,Bachelor,2L-5L,1,5,6345,More than 1,A,Silver,61716
Male,Urban,Bachelor,2L-5L,1,2,4851,More than 1,B,Platinum,105420
Female,Rural,High School,5L-10L,0,6,0,More than 1,B,Silver,68772
Female,Urban,High School,5L-10L,0,1,14908,More than 1,A,Silver,215148
Female,Rural,High School,5L-10L,1,1,3400,1,A,Silver,34776
Male,Urban,High School,5L-10L,1,3,2520,More than 1,A,Silver,95316
Female,Urban,Bachelor,2L-5L,1,8,10164,More than 1,C,Silver,62196
Female,Urban,Others,More than 10L,1,1,0,1,B,Platinum,35028
Male,Urban,High School,2L-5L,0,4,10783,More than 1,A,Platinum,175152
Female,Urban,Bachelor,5L-10L,0,5,3875,More than 1,B,Silver,256584
Male,Urban,Bachelor,2L-5L,0,1,4674,More than 1,B,Silver,185520
Female,Rural,High School,More than 10L,0,7,0,More than 1,B,Platinum,72096
Female,Urban,Bachelor,5L-10L,1,8,3967,More than 1,A,Gold,108288
Male,Rural,Bachelor,5L-10L,0,2,0,1,B,Silver,27432
Female,Urban,Bachelor,5L-10L,1,5,8519,More than 1,A,Platinum,59772
Female,Urban,Bachelor,2L-5L,0,6,7943,More than 1,B,Platinum,204048
Male,Urban,High School,5L-10L,0,7,9210,More than 1,A,Gold,294012
Male,Urban,High School,5L-10L,0,4,4359,1,A,Platinum,32568
Male,Urban,Bachelor,5L-10L,0,6,3594,More than 1,B,Gold,64452
Female,Rural,High School,5L-10L,0,8,10058,More than 1,A,Gold,68592
